time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,3,3.0
10800,5,5.0
14400,5,5.0
18000,5,5.0
21600,5,5.0
25200,8,8.0
28800,9,9.0
32400,9,9.0
36000,9,9.0
39600,11,11.0
43200,11,11.0
46800,13,13.0
50400,13,13.0
54000,13,13.0
57600,13,13.0
61200,13,13.0
64800,15,15.0
68400,17,17.0
72000,18,18.0
75600,20,20.0
79200,21,21.0
82800,22,22.0
86400,23,23.0
90000,23,23.0
93600,23,23.0
97200,24,24.0
100800,24,24.0
104400,24,24.0
108000,24,24.0
111600,27,27.0
115200,28,28.000000000000004
118800,29,28.999999999999996
122400,30,30.0
126000,32,32.0
129600,32,32.0
133200,33,33.0
136800,33,33.0
140400,33,33.0
144000,33,33.0
147600,37,37.0
151200,37,37.0
154800,37,37.0
158400,37,37.0
162000,39,39.0
165600,41,41.0
169200,43,43.0
172800,43,43.0
176400,43,43.0
180000,44,44.0
183600,45,45.0
187200,45,45.0
190800,46,46.0
194400,46,46.0
198000,46,46.0
201600,46,46.0
205200,48,48.0
208800,48,48.0
212400,48,48.0
216000,48,48.0
219600,48,48.0
223200,48,48.0
226800,49,49.0
230400,49,49.0
234000,49,49.0
237600,49,49.0
241200,50,50.0
244800,52,52.0
248400,52,52.0
252000,52,52.0
255600,52,52.0
259200,52,52.0
262800,52,52.0
266400,53,53.0
270000,54,54.0
273600,56,56.00000000000001
277200,56,56.00000000000001
280800,57,56.99999999999999
284400,58,57.99999999999999
288000,60,60.0
291600,60,60.0
295200,61,61.0
298800,61,61.0
302400,61,61.0
306000,61,61.0
309600,62,62.0
313200,62,62.0
316800,62,62.0
320400,62,62.0
324000,62,62.0
327600,62,62.0
331200,62,62.0
334800,62,62.0
338400,63,63.0
342000,63,63.0
345600,64,64.0
349200,64,64.0
352800,64,64.0
356400,64,64.0
360000,64,64.0
363600,64,64.0
367200,65,65.0
370800,65,65.0
374400,65,65.0
378000,65,65.0
381600,65,65.0
385200,65,65.0
388800,66,66.0
392400,67,67.0
396000,68,68.0
399600,68,68.0
403200,69,69.0
406800,70,70.0
410400,70,70.0
414000,70,70.0
417600,70,70.0
421200,70,70.0
424800,70,70.0
428400,70,70.0
432000,71,71.0
435600,71,71.0
439200,72,72.0
442800,72,72.0
446400,72,72.0
450000,72,72.0
453600,72,72.0
457200,72,72.0
460800,73,73.0
464400,74,74.0
468000,75,75.0
471600,75,75.0
475200,75,75.0
478800,75,75.0
482400,75,75.0
486000,75,75.0
489600,75,75.0
493200,75,75.0
496800,75,75.0
500400,75,75.0
504000,75,75.0
507600,75,75.0
511200,76,76.0
514800,76,76.0
518400,76,76.0
522000,76,76.0
525600,76,76.0
529200,76,76.0
532800,76,76.0
536400,76,76.0
540000,77,77.0
543600,77,77.0
547200,77,77.0
550800,77,77.0
554400,77,77.0
558000,77,77.0
561600,77,77.0
565200,77,77.0
568800,77,77.0
572400,77,77.0
576000,77,77.0
579600,79,79.0
583200,80,80.0
586800,81,81.0
590400,81,81.0
594000,82,82.0
597600,82,82.0
601200,83,83.0
604800,83,83.0
604800,83,83.0
