time,numberOfDiscoveredNodes,percentage
3600,3,3.0
7200,5,5.0
10800,8,8.0
14400,11,11.0
18000,15,15.0
21600,17,17.0
25200,20,20.0
28800,20,20.0
32400,24,24.0
36000,25,25.0
39600,27,27.0
43200,31,31.0
46800,32,32.0
50400,33,33.0
54000,33,33.0
57600,35,35.0
61200,35,35.0
64800,36,36.0
68400,37,37.0
72000,41,41.0
75600,41,41.0
79200,42,42.0
82800,42,42.0
86400,43,43.0
90000,43,43.0
93600,43,43.0
97200,43,43.0
100800,44,44.0
104400,44,44.0
108000,44,44.0
111600,45,45.0
115200,45,45.0
118800,47,47.0
122400,47,47.0
126000,48,48.0
129600,49,49.0
133200,49,49.0
136800,49,49.0
140400,49,49.0
144000,50,50.0
147600,52,52.0
151200,52,52.0
154800,53,53.0
158400,53,53.0
162000,55,55.00000000000001
165600,56,56.00000000000001
169200,56,56.00000000000001
172800,58,57.99999999999999
176400,58,57.99999999999999
180000,58,57.99999999999999
183600,59,59.0
187200,61,61.0
190800,61,61.0
194400,62,62.0
198000,63,63.0
201600,63,63.0
205200,63,63.0
208800,63,63.0
212400,64,64.0
216000,66,66.0
219600,67,67.0
223200,68,68.0
226800,68,68.0
230400,69,69.0
234000,71,71.0
237600,71,71.0
241200,71,71.0
244800,72,72.0
248400,73,73.0
252000,73,73.0
255600,73,73.0
259200,73,73.0
262800,73,73.0
266400,73,73.0
270000,73,73.0
273600,73,73.0
277200,73,73.0
280800,74,74.0
284400,74,74.0
288000,74,74.0
291600,76,76.0
295200,76,76.0
298800,76,76.0
302400,76,76.0
306000,76,76.0
309600,76,76.0
313200,76,76.0
316800,76,76.0
320400,76,76.0
324000,76,76.0
327600,76,76.0
331200,77,77.0
334800,77,77.0
338400,77,77.0
342000,77,77.0
345600,77,77.0
349200,77,77.0
352800,78,78.0
356400,78,78.0
360000,79,79.0
363600,79,79.0
367200,79,79.0
370800,79,79.0
374400,79,79.0
378000,79,79.0
381600,79,79.0
385200,80,80.0
388800,80,80.0
392400,80,80.0
396000,80,80.0
399600,80,80.0
403200,80,80.0
406800,80,80.0
410400,80,80.0
414000,80,80.0
417600,80,80.0
421200,80,80.0
424800,80,80.0
428400,80,80.0
432000,80,80.0
435600,80,80.0
439200,80,80.0
442800,80,80.0
446400,80,80.0
450000,81,81.0
453600,81,81.0
457200,82,82.0
460800,82,82.0
464400,82,82.0
468000,82,82.0
471600,82,82.0
475200,82,82.0
478800,82,82.0
482400,82,82.0
486000,83,83.0
489600,83,83.0
493200,84,84.0
496800,84,84.0
500400,84,84.0
504000,85,85.0
507600,86,86.0
511200,86,86.0
514800,86,86.0
518400,86,86.0
522000,86,86.0
525600,87,87.0
529200,87,87.0
532800,87,87.0
536400,87,87.0
540000,87,87.0
543600,87,87.0
547200,88,88.0
550800,88,88.0
554400,88,88.0
558000,88,88.0
561600,88,88.0
565200,88,88.0
568800,88,88.0
572400,88,88.0
576000,88,88.0
579600,88,88.0
583200,88,88.0
586800,88,88.0
590400,88,88.0
594000,88,88.0
597600,88,88.0
601200,88,88.0
604800,88,88.0
604800,88,88.0
