time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,0,0.0
25200,0,0.0
28800,0,0.0
32400,0,0.0
36000,0,0.0
39600,0,0.0
43200,0,0.0
46800,0,0.0
50400,0,0.0
54000,0,0.0
57600,0,0.0
61200,0,0.0
64800,0,0.0
68400,0,0.0
72000,0,0.0
75600,0,0.0
79200,0,0.0
82800,0,0.0
86400,0,0.0
90000,0,0.0
93600,0,0.0
97200,0,0.0
100800,0,0.0
104400,0,0.0
108000,0,0.0
111600,0,0.0
115200,0,0.0
118800,0,0.0
122400,7,7.000000000000001
126000,8,8.0
129600,8,8.0
133200,8,8.0
136800,8,8.0
140400,8,8.0
144000,8,8.0
147600,8,8.0
151200,8,8.0
154800,8,8.0
158400,8,8.0
162000,9,9.0
165600,10,10.0
169200,10,10.0
172800,10,10.0
176400,10,10.0
180000,10,10.0
183600,10,10.0
187200,10,10.0
190800,10,10.0
194400,10,10.0
198000,10,10.0
201600,10,10.0
205200,10,10.0
208800,10,10.0
212400,10,10.0
216000,10,10.0
219600,10,10.0
223200,10,10.0
226800,10,10.0
230400,10,10.0
234000,10,10.0
237600,10,10.0
241200,10,10.0
244800,10,10.0
248400,10,10.0
252000,10,10.0
255600,10,10.0
259200,12,12.0
262800,12,12.0
266400,15,15.0
270000,25,25.0
273600,25,25.0
277200,25,25.0
280800,26,26.0
284400,26,26.0
288000,28,28.000000000000004
291600,29,28.999999999999996
295200,29,28.999999999999996
298800,32,32.0
302400,41,41.0
306000,42,42.0
309600,43,43.0
313200,43,43.0
316800,43,43.0
320400,43,43.0
324000,44,44.0
327600,44,44.0
331200,44,44.0
334800,44,44.0
338400,45,45.0
342000,45,45.0
345600,45,45.0
349200,45,45.0
352800,45,45.0
356400,45,45.0
360000,47,47.0
363600,47,47.0
367200,47,47.0
370800,47,47.0
374400,47,47.0
378000,47,47.0
381600,47,47.0
385200,47,47.0
388800,47,47.0
392400,58,57.99999999999999
396000,59,59.0
399600,59,59.0
403200,59,59.0
406800,59,59.0
410400,59,59.0
414000,59,59.0
417600,59,59.0
421200,59,59.0
424800,60,60.0
428400,60,60.0
432000,60,60.0
435600,60,60.0
439200,63,63.0
442800,65,65.0
446400,66,66.0
450000,66,66.0
453600,68,68.0
457200,68,68.0
460800,68,68.0
464400,71,71.0
468000,71,71.0
471600,71,71.0
475200,71,71.0
478800,71,71.0
482400,71,71.0
486000,73,73.0
489600,73,73.0
493200,73,73.0
496800,73,73.0
500400,73,73.0
504000,73,73.0
507600,73,73.0
511200,73,73.0
514800,73,73.0
518400,73,73.0
522000,73,73.0
525600,73,73.0
529200,73,73.0
532800,73,73.0
536400,73,73.0
540000,73,73.0
543600,73,73.0
547200,73,73.0
550800,73,73.0
554400,73,73.0
558000,73,73.0
561600,73,73.0
565200,73,73.0
568800,73,73.0
572400,73,73.0
576000,73,73.0
579600,73,73.0
583200,73,73.0
586800,73,73.0
590400,73,73.0
594000,73,73.0
597600,73,73.0
601200,73,73.0
604800,73,73.0
604800,73,73.0
