time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,0,0.0
25200,0,0.0
28800,3,3.0
32400,3,3.0
36000,3,3.0
39600,6,6.0
43200,6,6.0
46800,7,7.000000000000001
50400,7,7.000000000000001
54000,9,9.0
57600,9,9.0
61200,11,11.0
64800,11,11.0
68400,11,11.0
72000,11,11.0
75600,11,11.0
79200,11,11.0
82800,11,11.0
86400,11,11.0
90000,11,11.0
93600,11,11.0
97200,12,12.0
100800,12,12.0
104400,12,12.0
108000,12,12.0
111600,12,12.0
115200,12,12.0
118800,12,12.0
122400,12,12.0
126000,12,12.0
129600,16,16.0
133200,16,16.0
136800,16,16.0
140400,21,21.0
144000,21,21.0
147600,21,21.0
151200,21,21.0
154800,21,21.0
158400,21,21.0
162000,21,21.0
165600,22,22.0
169200,24,24.0
172800,24,24.0
176400,24,24.0
180000,28,28.000000000000004
183600,28,28.000000000000004
187200,29,28.999999999999996
190800,33,33.0
194400,37,37.0
198000,37,37.0
201600,38,38.0
205200,38,38.0
208800,38,38.0
212400,38,38.0
216000,43,43.0
219600,44,44.0
223200,46,46.0
226800,46,46.0
230400,46,46.0
234000,46,46.0
237600,46,46.0
241200,46,46.0
244800,46,46.0
248400,46,46.0
252000,46,46.0
255600,46,46.0
259200,46,46.0
262800,46,46.0
266400,46,46.0
270000,47,47.0
273600,47,47.0
277200,47,47.0
280800,47,47.0
284400,50,50.0
288000,50,50.0
291600,50,50.0
295200,50,50.0
298800,51,51.0
302400,51,51.0
306000,52,52.0
309600,52,52.0
313200,52,52.0
316800,52,52.0
320400,52,52.0
324000,54,54.0
327600,55,55.00000000000001
331200,62,62.0
334800,62,62.0
338400,62,62.0
342000,63,63.0
345600,63,63.0
349200,63,63.0
352800,63,63.0
356400,63,63.0
360000,63,63.0
363600,63,63.0
367200,63,63.0
370800,63,63.0
374400,63,63.0
378000,63,63.0
381600,63,63.0
385200,63,63.0
388800,63,63.0
392400,63,63.0
396000,63,63.0
399600,63,63.0
403200,63,63.0
406800,63,63.0
410400,63,63.0
414000,63,63.0
417600,63,63.0
421200,63,63.0
424800,63,63.0
428400,64,64.0
432000,64,64.0
435600,64,64.0
439200,64,64.0
442800,64,64.0
446400,64,64.0
450000,64,64.0
453600,64,64.0
457200,64,64.0
460800,64,64.0
464400,64,64.0
468000,64,64.0
471600,64,64.0
475200,64,64.0
478800,64,64.0
482400,64,64.0
486000,64,64.0
489600,64,64.0
493200,64,64.0
496800,64,64.0
500400,64,64.0
504000,65,65.0
507600,65,65.0
511200,65,65.0
514800,65,65.0
518400,65,65.0
522000,65,65.0
525600,65,65.0
529200,65,65.0
532800,65,65.0
536400,65,65.0
540000,65,65.0
543600,65,65.0
547200,65,65.0
550800,65,65.0
554400,65,65.0
558000,65,65.0
561600,65,65.0
565200,65,65.0
568800,65,65.0
572400,65,65.0
576000,65,65.0
579600,67,67.0
583200,67,67.0
586800,68,68.0
590400,68,68.0
594000,69,69.0
597600,69,69.0
601200,69,69.0
604800,69,69.0
604800,69,69.0
