time,numberOfDiscoveredNodes,percentage
3600,8,8.0
7200,11,11.0
10800,17,17.0
14400,22,22.0
18000,25,25.0
21600,29,28.999999999999996
25200,30,30.0
28800,33,33.0
32400,35,35.0
36000,35,35.0
39600,38,38.0
43200,42,42.0
46800,46,46.0
50400,47,47.0
54000,47,47.0
57600,47,47.0
61200,49,49.0
64800,54,54.0
68400,59,59.0
72000,60,60.0
75600,61,61.0
79200,61,61.0
82800,65,65.0
86400,65,65.0
90000,66,66.0
93600,68,68.0
97200,68,68.0
100800,68,68.0
104400,69,69.0
108000,70,70.0
111600,76,76.0
115200,76,76.0
118800,76,76.0
122400,76,76.0
126000,80,80.0
129600,80,80.0
133200,80,80.0
136800,80,80.0
140400,84,84.0
144000,84,84.0
147600,84,84.0
151200,84,84.0
154800,85,85.0
158400,86,86.0
162000,87,87.0
165600,87,87.0
169200,87,87.0
172800,88,88.0
176400,88,88.0
180000,88,88.0
183600,88,88.0
187200,88,88.0
190800,88,88.0
194400,88,88.0
198000,90,90.0
201600,90,90.0
205200,90,90.0
208800,91,91.0
212400,91,91.0
216000,91,91.0
219600,92,92.0
223200,92,92.0
226800,92,92.0
230400,92,92.0
234000,92,92.0
237600,92,92.0
241200,92,92.0
244800,92,92.0
248400,92,92.0
252000,93,93.0
255600,93,93.0
259200,93,93.0
262800,93,93.0
266400,93,93.0
270000,93,93.0
273600,93,93.0
277200,93,93.0
280800,93,93.0
284400,93,93.0
288000,93,93.0
291600,93,93.0
295200,93,93.0
298800,93,93.0
302400,93,93.0
306000,93,93.0
309600,93,93.0
313200,94,94.0
316800,94,94.0
320400,94,94.0
324000,94,94.0
327600,94,94.0
331200,94,94.0
334800,94,94.0
338400,94,94.0
342000,94,94.0
345600,94,94.0
349200,94,94.0
352800,94,94.0
356400,94,94.0
360000,94,94.0
363600,94,94.0
367200,94,94.0
370800,94,94.0
374400,94,94.0
378000,94,94.0
381600,94,94.0
385200,94,94.0
388800,94,94.0
392400,94,94.0
396000,94,94.0
399600,95,95.0
403200,95,95.0
406800,95,95.0
410400,95,95.0
414000,95,95.0
417600,95,95.0
421200,95,95.0
424800,95,95.0
428400,95,95.0
432000,95,95.0
435600,95,95.0
439200,95,95.0
442800,95,95.0
446400,95,95.0
450000,95,95.0
453600,95,95.0
457200,95,95.0
460800,96,96.0
464400,96,96.0
468000,96,96.0
471600,96,96.0
475200,96,96.0
478800,96,96.0
482400,96,96.0
486000,96,96.0
489600,96,96.0
493200,96,96.0
496800,96,96.0
500400,96,96.0
504000,96,96.0
507600,96,96.0
511200,96,96.0
514800,97,97.0
518400,97,97.0
522000,97,97.0
525600,98,98.0
529200,98,98.0
532800,98,98.0
536400,98,98.0
540000,98,98.0
543600,98,98.0
547200,98,98.0
550800,98,98.0
554400,98,98.0
558000,98,98.0
561600,98,98.0
565200,98,98.0
568800,98,98.0
572400,98,98.0
576000,98,98.0
579600,98,98.0
583200,98,98.0
586800,98,98.0
590400,98,98.0
594000,98,98.0
597600,98,98.0
601200,98,98.0
604800,98,98.0
604800,98,98.0
