time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,1,1.0
10800,1,1.0
14400,1,1.0
18000,1,1.0
21600,5,5.0
25200,5,5.0
28800,5,5.0
32400,5,5.0
36000,5,5.0
39600,5,5.0
43200,5,5.0
46800,5,5.0
50400,5,5.0
54000,5,5.0
57600,5,5.0
61200,5,5.0
64800,5,5.0
68400,5,5.0
72000,6,6.0
75600,6,6.0
79200,6,6.0
82800,6,6.0
86400,6,6.0
90000,6,6.0
93600,6,6.0
97200,6,6.0
100800,6,6.0
104400,6,6.0
108000,6,6.0
111600,6,6.0
115200,6,6.0
118800,6,6.0
122400,6,6.0
126000,6,6.0
129600,6,6.0
133200,6,6.0
136800,6,6.0
140400,6,6.0
144000,6,6.0
147600,6,6.0
151200,6,6.0
154800,6,6.0
158400,6,6.0
162000,6,6.0
165600,6,6.0
169200,6,6.0
172800,6,6.0
176400,6,6.0
180000,6,6.0
183600,6,6.0
187200,6,6.0
190800,6,6.0
194400,6,6.0
198000,6,6.0
201600,6,6.0
205200,7,7.000000000000001
208800,7,7.000000000000001
212400,7,7.000000000000001
216000,7,7.000000000000001
219600,7,7.000000000000001
223200,8,8.0
226800,10,10.0
230400,10,10.0
234000,10,10.0
237600,10,10.0
241200,10,10.0
244800,10,10.0
248400,10,10.0
252000,10,10.0
255600,10,10.0
259200,10,10.0
262800,10,10.0
266400,10,10.0
270000,10,10.0
273600,10,10.0
277200,10,10.0
280800,10,10.0
284400,10,10.0
288000,10,10.0
291600,10,10.0
295200,12,12.0
298800,12,12.0
302400,12,12.0
306000,12,12.0
309600,12,12.0
313200,12,12.0
316800,12,12.0
320400,12,12.0
324000,12,12.0
327600,12,12.0
331200,14,14.000000000000002
334800,16,16.0
338400,22,22.0
342000,23,23.0
345600,23,23.0
349200,23,23.0
352800,23,23.0
356400,23,23.0
360000,23,23.0
363600,23,23.0
367200,23,23.0
370800,23,23.0
374400,24,24.0
378000,25,25.0
381600,25,25.0
385200,25,25.0
388800,25,25.0
392400,25,25.0
396000,25,25.0
399600,25,25.0
403200,25,25.0
406800,26,26.0
410400,26,26.0
414000,26,26.0
417600,26,26.0
421200,26,26.0
424800,26,26.0
428400,26,26.0
432000,26,26.0
435600,26,26.0
439200,26,26.0
442800,26,26.0
446400,26,26.0
450000,26,26.0
453600,26,26.0
457200,26,26.0
460800,26,26.0
464400,27,27.0
468000,27,27.0
471600,27,27.0
475200,28,28.000000000000004
478800,28,28.000000000000004
482400,28,28.000000000000004
486000,28,28.000000000000004
489600,28,28.000000000000004
493200,28,28.000000000000004
496800,28,28.000000000000004
500400,28,28.000000000000004
504000,28,28.000000000000004
507600,28,28.000000000000004
511200,28,28.000000000000004
514800,28,28.000000000000004
518400,28,28.000000000000004
522000,28,28.000000000000004
525600,28,28.000000000000004
529200,28,28.000000000000004
532800,28,28.000000000000004
536400,28,28.000000000000004
540000,28,28.000000000000004
543600,28,28.000000000000004
547200,28,28.000000000000004
550800,31,31.0
554400,35,35.0
558000,37,37.0
561600,37,37.0
565200,37,37.0
568800,37,37.0
572400,39,39.0
576000,40,40.0
579600,43,43.0
583200,44,44.0
586800,45,45.0
590400,45,45.0
594000,45,45.0
597600,45,45.0
601200,45,45.0
604800,45,45.0
604800,45,45.0
