time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,3,3.0
10800,4,4.0
14400,5,5.0
18000,5,5.0
21600,5,5.0
25200,5,5.0
28800,5,5.0
32400,5,5.0
36000,5,5.0
39600,9,9.0
43200,9,9.0
46800,9,9.0
50400,9,9.0
54000,9,9.0
57600,9,9.0
61200,9,9.0
64800,9,9.0
68400,9,9.0
72000,13,13.0
75600,13,13.0
79200,13,13.0
82800,13,13.0
86400,13,13.0
90000,13,13.0
93600,13,13.0
97200,13,13.0
100800,13,13.0
104400,15,15.0
108000,15,15.0
111600,15,15.0
115200,15,15.0
118800,15,15.0
122400,15,15.0
126000,15,15.0
129600,15,15.0
133200,15,15.0
136800,15,15.0
140400,15,15.0
144000,16,16.0
147600,16,16.0
151200,16,16.0
154800,16,16.0
158400,16,16.0
162000,16,16.0
165600,18,18.0
169200,23,23.0
172800,23,23.0
176400,23,23.0
180000,23,23.0
183600,23,23.0
187200,23,23.0
190800,23,23.0
194400,23,23.0
198000,28,28.000000000000004
201600,31,31.0
205200,31,31.0
208800,31,31.0
212400,31,31.0
216000,31,31.0
219600,31,31.0
223200,31,31.0
226800,32,32.0
230400,32,32.0
234000,32,32.0
237600,32,32.0
241200,32,32.0
244800,32,32.0
248400,32,32.0
252000,32,32.0
255600,32,32.0
259200,32,32.0
262800,32,32.0
266400,38,38.0
270000,40,40.0
273600,40,40.0
277200,40,40.0
280800,40,40.0
284400,40,40.0
288000,40,40.0
291600,40,40.0
295200,40,40.0
298800,40,40.0
302400,40,40.0
306000,40,40.0
309600,40,40.0
313200,40,40.0
316800,40,40.0
320400,40,40.0
324000,40,40.0
327600,40,40.0
331200,40,40.0
334800,40,40.0
338400,40,40.0
342000,40,40.0
345600,40,40.0
349200,40,40.0
352800,40,40.0
356400,40,40.0
360000,40,40.0
363600,40,40.0
367200,40,40.0
370800,40,40.0
374400,40,40.0
378000,40,40.0
381600,40,40.0
385200,40,40.0
388800,40,40.0
392400,40,40.0
396000,40,40.0
399600,40,40.0
403200,41,41.0
406800,41,41.0
410400,41,41.0
414000,45,45.0
417600,45,45.0
421200,45,45.0
424800,45,45.0
428400,45,45.0
432000,45,45.0
435600,45,45.0
439200,45,45.0
442800,50,50.0
446400,53,53.0
450000,54,54.0
453600,54,54.0
457200,54,54.0
460800,54,54.0
464400,54,54.0
468000,54,54.0
471600,54,54.0
475200,54,54.0
478800,54,54.0
482400,55,55.00000000000001
486000,55,55.00000000000001
489600,55,55.00000000000001
493200,55,55.00000000000001
496800,59,59.0
500400,59,59.0
504000,59,59.0
507600,59,59.0
511200,59,59.0
514800,59,59.0
518400,59,59.0
522000,61,61.0
525600,63,63.0
529200,63,63.0
532800,63,63.0
536400,63,63.0
540000,63,63.0
543600,64,64.0
547200,64,64.0
550800,64,64.0
554400,64,64.0
558000,64,64.0
561600,64,64.0
565200,64,64.0
568800,64,64.0
572400,64,64.0
576000,64,64.0
579600,64,64.0
583200,64,64.0
586800,64,64.0
590400,64,64.0
594000,64,64.0
597600,64,64.0
601200,64,64.0
604800,64,64.0
604800,64,64.0
