time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,8,8.0
10800,10,10.0
14400,10,10.0
18000,10,10.0
21600,10,10.0
25200,10,10.0
28800,13,13.0
32400,17,17.0
36000,20,20.0
39600,21,21.0
43200,25,25.0
46800,32,32.0
50400,35,35.0
54000,36,36.0
57600,36,36.0
61200,36,36.0
64800,36,36.0
68400,39,39.0
72000,40,40.0
75600,40,40.0
79200,40,40.0
82800,41,41.0
86400,41,41.0
90000,47,47.0
93600,49,49.0
97200,50,50.0
100800,58,57.99999999999999
104400,59,59.0
108000,59,59.0
111600,60,60.0
115200,60,60.0
118800,64,64.0
122400,64,64.0
126000,64,64.0
129600,66,66.0
133200,66,66.0
136800,66,66.0
140400,66,66.0
144000,66,66.0
147600,66,66.0
151200,66,66.0
154800,67,67.0
158400,67,67.0
162000,68,68.0
165600,72,72.0
169200,72,72.0
172800,73,73.0
176400,73,73.0
180000,73,73.0
183600,73,73.0
187200,73,73.0
190800,73,73.0
194400,73,73.0
198000,74,74.0
201600,76,76.0
205200,76,76.0
208800,76,76.0
212400,76,76.0
216000,77,77.0
219600,77,77.0
223200,77,77.0
226800,77,77.0
230400,78,78.0
234000,78,78.0
237600,78,78.0
241200,78,78.0
244800,78,78.0
248400,80,80.0
252000,80,80.0
255600,80,80.0
259200,80,80.0
262800,80,80.0
266400,80,80.0
270000,80,80.0
273600,80,80.0
277200,80,80.0
280800,80,80.0
284400,81,81.0
288000,81,81.0
291600,81,81.0
295200,82,82.0
298800,82,82.0
302400,82,82.0
306000,83,83.0
309600,83,83.0
313200,85,85.0
316800,85,85.0
320400,85,85.0
324000,85,85.0
327600,85,85.0
331200,85,85.0
334800,85,85.0
338400,86,86.0
342000,86,86.0
345600,86,86.0
349200,86,86.0
352800,86,86.0
356400,86,86.0
360000,86,86.0
363600,87,87.0
367200,88,88.0
370800,88,88.0
374400,88,88.0
378000,93,93.0
381600,93,93.0
385200,93,93.0
388800,93,93.0
392400,93,93.0
396000,93,93.0
399600,93,93.0
403200,93,93.0
406800,93,93.0
410400,93,93.0
414000,93,93.0
417600,93,93.0
421200,93,93.0
424800,93,93.0
428400,93,93.0
432000,93,93.0
435600,93,93.0
439200,94,94.0
442800,94,94.0
446400,94,94.0
450000,94,94.0
453600,94,94.0
457200,94,94.0
460800,94,94.0
464400,94,94.0
468000,94,94.0
471600,94,94.0
475200,94,94.0
478800,94,94.0
482400,94,94.0
486000,94,94.0
489600,94,94.0
493200,94,94.0
496800,94,94.0
500400,94,94.0
504000,94,94.0
507600,94,94.0
511200,94,94.0
514800,94,94.0
518400,94,94.0
522000,94,94.0
525600,94,94.0
529200,94,94.0
532800,94,94.0
536400,94,94.0
540000,94,94.0
543600,94,94.0
547200,94,94.0
550800,94,94.0
554400,94,94.0
558000,94,94.0
561600,94,94.0
565200,94,94.0
568800,94,94.0
572400,94,94.0
576000,94,94.0
579600,94,94.0
583200,94,94.0
586800,94,94.0
590400,94,94.0
594000,94,94.0
597600,94,94.0
601200,94,94.0
604800,94,94.0
604800,94,94.0
