time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,0,0.0
25200,0,0.0
28800,0,0.0
32400,0,0.0
36000,0,0.0
39600,0,0.0
43200,0,0.0
46800,0,0.0
50400,0,0.0
54000,0,0.0
57600,0,0.0
61200,0,0.0
64800,0,0.0
68400,0,0.0
72000,0,0.0
75600,0,0.0
79200,0,0.0
82800,0,0.0
86400,0,0.0
90000,0,0.0
93600,0,0.0
97200,0,0.0
100800,0,0.0
104400,0,0.0
108000,0,0.0
111600,0,0.0
115200,0,0.0
118800,1,1.0
122400,3,3.0
126000,6,6.0
129600,7,7.000000000000001
133200,7,7.000000000000001
136800,8,8.0
140400,8,8.0
144000,8,8.0
147600,8,8.0
151200,8,8.0
154800,8,8.0
158400,8,8.0
162000,8,8.0
165600,8,8.0
169200,8,8.0
172800,8,8.0
176400,8,8.0
180000,8,8.0
183600,8,8.0
187200,8,8.0
190800,8,8.0
194400,8,8.0
198000,8,8.0
201600,8,8.0
205200,8,8.0
208800,8,8.0
212400,8,8.0
216000,8,8.0
219600,8,8.0
223200,8,8.0
226800,8,8.0
230400,8,8.0
234000,9,9.0
237600,9,9.0
241200,10,10.0
244800,10,10.0
248400,10,10.0
252000,10,10.0
255600,10,10.0
259200,10,10.0
262800,10,10.0
266400,10,10.0
270000,10,10.0
273600,10,10.0
277200,10,10.0
280800,10,10.0
284400,10,10.0
288000,10,10.0
291600,10,10.0
295200,10,10.0
298800,10,10.0
302400,10,10.0
306000,10,10.0
309600,10,10.0
313200,12,12.0
316800,13,13.0
320400,13,13.0
324000,13,13.0
327600,13,13.0
331200,13,13.0
334800,13,13.0
338400,13,13.0
342000,13,13.0
345600,13,13.0
349200,13,13.0
352800,13,13.0
356400,14,14.000000000000002
360000,14,14.000000000000002
363600,14,14.000000000000002
367200,16,16.0
370800,16,16.0
374400,16,16.0
378000,16,16.0
381600,16,16.0
385200,16,16.0
388800,16,16.0
392400,16,16.0
396000,16,16.0
399600,17,17.0
403200,17,17.0
406800,17,17.0
410400,17,17.0
414000,18,18.0
417600,18,18.0
421200,18,18.0
424800,18,18.0
428400,18,18.0
432000,18,18.0
435600,18,18.0
439200,18,18.0
442800,18,18.0
446400,18,18.0
450000,18,18.0
453600,23,23.0
457200,23,23.0
460800,23,23.0
464400,23,23.0
468000,23,23.0
471600,23,23.0
475200,23,23.0
478800,23,23.0
482400,23,23.0
486000,23,23.0
489600,23,23.0
493200,23,23.0
496800,23,23.0
500400,23,23.0
504000,23,23.0
507600,23,23.0
511200,23,23.0
514800,23,23.0
518400,23,23.0
522000,27,27.0
525600,27,27.0
529200,28,28.000000000000004
532800,28,28.000000000000004
536400,28,28.000000000000004
540000,28,28.000000000000004
543600,28,28.000000000000004
547200,29,28.999999999999996
550800,29,28.999999999999996
554400,29,28.999999999999996
558000,29,28.999999999999996
561600,29,28.999999999999996
565200,29,28.999999999999996
568800,29,28.999999999999996
572400,29,28.999999999999996
576000,29,28.999999999999996
579600,29,28.999999999999996
583200,30,30.0
586800,30,30.0
590400,30,30.0
594000,30,30.0
597600,30,30.0
601200,30,30.0
604800,30,30.0
604800,30,30.0
