time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,1,1.0
10800,2,2.0
14400,5,5.0
18000,7,7.000000000000001
21600,7,7.000000000000001
25200,8,8.0
28800,10,10.0
32400,15,15.0
36000,19,19.0
39600,21,21.0
43200,25,25.0
46800,25,25.0
50400,25,25.0
54000,34,34.0
57600,37,37.0
61200,39,39.0
64800,43,43.0
68400,44,44.0
72000,46,46.0
75600,46,46.0
79200,46,46.0
82800,46,46.0
86400,46,46.0
90000,51,51.0
93600,52,52.0
97200,52,52.0
100800,56,56.00000000000001
104400,59,59.0
108000,60,60.0
111600,63,63.0
115200,66,66.0
118800,66,66.0
122400,67,67.0
126000,67,67.0
129600,67,67.0
133200,68,68.0
136800,69,69.0
140400,69,69.0
144000,69,69.0
147600,69,69.0
151200,69,69.0
154800,70,70.0
158400,70,70.0
162000,71,71.0
165600,71,71.0
169200,72,72.0
172800,74,74.0
176400,74,74.0
180000,75,75.0
183600,75,75.0
187200,75,75.0
190800,75,75.0
194400,76,76.0
198000,76,76.0
201600,77,77.0
205200,78,78.0
208800,80,80.0
212400,80,80.0
216000,80,80.0
219600,80,80.0
223200,80,80.0
226800,80,80.0
230400,81,81.0
234000,81,81.0
237600,82,82.0
241200,82,82.0
244800,82,82.0
248400,82,82.0
252000,84,84.0
255600,85,85.0
259200,85,85.0
262800,85,85.0
266400,85,85.0
270000,85,85.0
273600,85,85.0
277200,85,85.0
280800,86,86.0
284400,86,86.0
288000,86,86.0
291600,86,86.0
295200,86,86.0
298800,86,86.0
302400,86,86.0
306000,86,86.0
309600,86,86.0
313200,86,86.0
316800,87,87.0
320400,87,87.0
324000,87,87.0
327600,87,87.0
331200,87,87.0
334800,87,87.0
338400,87,87.0
342000,87,87.0
345600,87,87.0
349200,87,87.0
352800,87,87.0
356400,87,87.0
360000,88,88.0
363600,88,88.0
367200,88,88.0
370800,89,89.0
374400,89,89.0
378000,90,90.0
381600,90,90.0
385200,90,90.0
388800,90,90.0
392400,90,90.0
396000,90,90.0
399600,90,90.0
403200,90,90.0
406800,90,90.0
410400,90,90.0
414000,90,90.0
417600,90,90.0
421200,90,90.0
424800,90,90.0
428400,90,90.0
432000,90,90.0
435600,90,90.0
439200,90,90.0
442800,90,90.0
446400,90,90.0
450000,90,90.0
453600,90,90.0
457200,90,90.0
460800,90,90.0
464400,90,90.0
468000,91,91.0
471600,91,91.0
475200,93,93.0
478800,93,93.0
482400,94,94.0
486000,94,94.0
489600,94,94.0
493200,94,94.0
496800,94,94.0
500400,94,94.0
504000,94,94.0
507600,94,94.0
511200,94,94.0
514800,94,94.0
518400,94,94.0
522000,94,94.0
525600,94,94.0
529200,94,94.0
532800,94,94.0
536400,94,94.0
540000,94,94.0
543600,94,94.0
547200,94,94.0
550800,94,94.0
554400,94,94.0
558000,94,94.0
561600,95,95.0
565200,95,95.0
568800,95,95.0
572400,95,95.0
576000,95,95.0
579600,95,95.0
583200,95,95.0
586800,95,95.0
590400,95,95.0
594000,95,95.0
597600,95,95.0
601200,95,95.0
604800,95,95.0
604800,95,95.0
