time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,4,4.0
18000,4,4.0
21600,4,4.0
25200,5,5.0
28800,6,6.0
32400,6,6.0
36000,6,6.0
39600,6,6.0
43200,6,6.0
46800,6,6.0
50400,6,6.0
54000,6,6.0
57600,6,6.0
61200,7,7.000000000000001
64800,7,7.000000000000001
68400,7,7.000000000000001
72000,7,7.000000000000001
75600,7,7.000000000000001
79200,7,7.000000000000001
82800,7,7.000000000000001
86400,7,7.000000000000001
90000,7,7.000000000000001
93600,7,7.000000000000001
97200,7,7.000000000000001
100800,7,7.000000000000001
104400,7,7.000000000000001
108000,7,7.000000000000001
111600,7,7.000000000000001
115200,7,7.000000000000001
118800,8,8.0
122400,16,16.0
126000,16,16.0
129600,16,16.0
133200,16,16.0
136800,16,16.0
140400,16,16.0
144000,17,17.0
147600,19,19.0
151200,19,19.0
154800,19,19.0
158400,19,19.0
162000,19,19.0
165600,22,22.0
169200,24,24.0
172800,25,25.0
176400,26,26.0
180000,26,26.0
183600,26,26.0
187200,26,26.0
190800,26,26.0
194400,26,26.0
198000,26,26.0
201600,26,26.0
205200,26,26.0
208800,26,26.0
212400,26,26.0
216000,26,26.0
219600,26,26.0
223200,26,26.0
226800,26,26.0
230400,26,26.0
234000,26,26.0
237600,26,26.0
241200,27,27.0
244800,28,28.000000000000004
248400,28,28.000000000000004
252000,28,28.000000000000004
255600,28,28.000000000000004
259200,28,28.000000000000004
262800,28,28.000000000000004
266400,28,28.000000000000004
270000,28,28.000000000000004
273600,28,28.000000000000004
277200,28,28.000000000000004
280800,28,28.000000000000004
284400,28,28.000000000000004
288000,28,28.000000000000004
291600,28,28.000000000000004
295200,28,28.000000000000004
298800,28,28.000000000000004
302400,28,28.000000000000004
306000,28,28.000000000000004
309600,28,28.000000000000004
313200,28,28.000000000000004
316800,28,28.000000000000004
320400,28,28.000000000000004
324000,28,28.000000000000004
327600,28,28.000000000000004
331200,28,28.000000000000004
334800,28,28.000000000000004
338400,28,28.000000000000004
342000,28,28.000000000000004
345600,28,28.000000000000004
349200,28,28.000000000000004
352800,28,28.000000000000004
356400,28,28.000000000000004
360000,28,28.000000000000004
363600,28,28.000000000000004
367200,28,28.000000000000004
370800,28,28.000000000000004
374400,28,28.000000000000004
378000,28,28.000000000000004
381600,28,28.000000000000004
385200,28,28.000000000000004
388800,28,28.000000000000004
392400,28,28.000000000000004
396000,28,28.000000000000004
399600,28,28.000000000000004
403200,29,28.999999999999996
406800,30,30.0
410400,30,30.0
414000,30,30.0
417600,30,30.0
421200,30,30.0
424800,30,30.0
428400,30,30.0
432000,30,30.0
435600,30,30.0
439200,30,30.0
442800,30,30.0
446400,30,30.0
450000,30,30.0
453600,30,30.0
457200,30,30.0
460800,31,31.0
464400,32,32.0
468000,33,33.0
471600,33,33.0
475200,33,33.0
478800,33,33.0
482400,33,33.0
486000,33,33.0
489600,33,33.0
493200,33,33.0
496800,33,33.0
500400,34,34.0
504000,34,34.0
507600,34,34.0
511200,34,34.0
514800,34,34.0
518400,34,34.0
522000,34,34.0
525600,34,34.0
529200,34,34.0
532800,34,34.0
536400,34,34.0
540000,34,34.0
543600,34,34.0
547200,34,34.0
550800,34,34.0
554400,34,34.0
558000,34,34.0
561600,34,34.0
565200,34,34.0
568800,34,34.0
572400,34,34.0
576000,34,34.0
579600,34,34.0
583200,34,34.0
586800,34,34.0
590400,34,34.0
594000,34,34.0
597600,34,34.0
601200,34,34.0
604800,35,35.0
604800,35,35.0
