time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,3,3.0
10800,6,6.0
14400,6,6.0
18000,7,7.000000000000001
21600,11,11.0
25200,11,11.0
28800,12,12.0
32400,12,12.0
36000,13,13.0
39600,13,13.0
43200,13,13.0
46800,14,14.000000000000002
50400,16,16.0
54000,21,21.0
57600,21,21.0
61200,21,21.0
64800,21,21.0
68400,22,22.0
72000,22,22.0
75600,26,26.0
79200,26,26.0
82800,29,28.999999999999996
86400,31,31.0
90000,31,31.0
93600,35,35.0
97200,35,35.0
100800,37,37.0
104400,40,40.0
108000,40,40.0
111600,40,40.0
115200,40,40.0
118800,40,40.0
122400,40,40.0
126000,45,45.0
129600,45,45.0
133200,50,50.0
136800,50,50.0
140400,52,52.0
144000,52,52.0
147600,53,53.0
151200,53,53.0
154800,54,54.0
158400,54,54.0
162000,54,54.0
165600,54,54.0
169200,54,54.0
172800,54,54.0
176400,56,56.00000000000001
180000,59,59.0
183600,59,59.0
187200,60,60.0
190800,64,64.0
194400,69,69.0
198000,70,70.0
201600,72,72.0
205200,73,73.0
208800,73,73.0
212400,73,73.0
216000,76,76.0
219600,76,76.0
223200,76,76.0
226800,77,77.0
230400,77,77.0
234000,77,77.0
237600,79,79.0
241200,79,79.0
244800,79,79.0
248400,80,80.0
252000,82,82.0
255600,82,82.0
259200,82,82.0
262800,82,82.0
266400,82,82.0
270000,82,82.0
273600,82,82.0
277200,82,82.0
280800,82,82.0
284400,82,82.0
288000,83,83.0
291600,83,83.0
295200,83,83.0
298800,83,83.0
302400,83,83.0
306000,83,83.0
309600,83,83.0
313200,83,83.0
316800,84,84.0
320400,84,84.0
324000,84,84.0
327600,84,84.0
331200,84,84.0
334800,84,84.0
338400,84,84.0
342000,85,85.0
345600,85,85.0
349200,85,85.0
352800,86,86.0
356400,87,87.0
360000,87,87.0
363600,88,88.0
367200,88,88.0
370800,88,88.0
374400,92,92.0
378000,92,92.0
381600,92,92.0
385200,92,92.0
388800,92,92.0
392400,92,92.0
396000,92,92.0
399600,92,92.0
403200,92,92.0
406800,92,92.0
410400,92,92.0
414000,92,92.0
417600,93,93.0
421200,93,93.0
424800,94,94.0
428400,94,94.0
432000,94,94.0
435600,94,94.0
439200,94,94.0
442800,94,94.0
446400,94,94.0
450000,94,94.0
453600,94,94.0
457200,94,94.0
460800,96,96.0
464400,97,97.0
468000,97,97.0
471600,97,97.0
475200,98,98.0
478800,98,98.0
482400,98,98.0
486000,98,98.0
489600,98,98.0
493200,98,98.0
496800,98,98.0
500400,98,98.0
504000,98,98.0
507600,98,98.0
511200,98,98.0
514800,98,98.0
518400,98,98.0
522000,98,98.0
525600,98,98.0
529200,98,98.0
532800,98,98.0
536400,98,98.0
540000,98,98.0
543600,98,98.0
547200,98,98.0
550800,98,98.0
554400,98,98.0
558000,98,98.0
561600,98,98.0
565200,98,98.0
568800,98,98.0
572400,98,98.0
576000,98,98.0
579600,98,98.0
583200,98,98.0
586800,98,98.0
590400,98,98.0
594000,98,98.0
597600,98,98.0
601200,98,98.0
604800,98,98.0
604800,98,98.0
