time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,2,2.0
14400,6,6.0
18000,6,6.0
21600,6,6.0
25200,7,7.000000000000001
28800,8,8.0
32400,11,11.0
36000,12,12.0
39600,12,12.0
43200,13,13.0
46800,16,16.0
50400,19,19.0
54000,19,19.0
57600,20,20.0
61200,22,22.0
64800,22,22.0
68400,22,22.0
72000,22,22.0
75600,23,23.0
79200,23,23.0
82800,23,23.0
86400,23,23.0
90000,23,23.0
93600,23,23.0
97200,25,25.0
100800,29,28.999999999999996
104400,29,28.999999999999996
108000,29,28.999999999999996
111600,29,28.999999999999996
115200,29,28.999999999999996
118800,31,31.0
122400,31,31.0
126000,31,31.0
129600,32,32.0
133200,32,32.0
136800,34,34.0
140400,35,35.0
144000,35,35.0
147600,35,35.0
151200,35,35.0
154800,35,35.0
158400,35,35.0
162000,35,35.0
165600,35,35.0
169200,35,35.0
172800,35,35.0
176400,35,35.0
180000,35,35.0
183600,35,35.0
187200,39,39.0
190800,39,39.0
194400,39,39.0
198000,39,39.0
201600,39,39.0
205200,39,39.0
208800,39,39.0
212400,42,42.0
216000,43,43.0
219600,46,46.0
223200,46,46.0
226800,46,46.0
230400,46,46.0
234000,46,46.0
237600,47,47.0
241200,54,54.0
244800,55,55.00000000000001
248400,57,56.99999999999999
252000,57,56.99999999999999
255600,57,56.99999999999999
259200,57,56.99999999999999
262800,57,56.99999999999999
266400,57,56.99999999999999
270000,57,56.99999999999999
273600,57,56.99999999999999
277200,57,56.99999999999999
280800,58,57.99999999999999
284400,58,57.99999999999999
288000,58,57.99999999999999
291600,59,59.0
295200,59,59.0
298800,59,59.0
302400,59,59.0
306000,59,59.0
309600,59,59.0
313200,59,59.0
316800,59,59.0
320400,59,59.0
324000,60,60.0
327600,60,60.0
331200,60,60.0
334800,60,60.0
338400,61,61.0
342000,61,61.0
345600,63,63.0
349200,63,63.0
352800,63,63.0
356400,64,64.0
360000,67,67.0
363600,68,68.0
367200,74,74.0
370800,74,74.0
374400,74,74.0
378000,75,75.0
381600,75,75.0
385200,75,75.0
388800,75,75.0
392400,75,75.0
396000,75,75.0
399600,75,75.0
403200,75,75.0
406800,75,75.0
410400,75,75.0
414000,76,76.0
417600,76,76.0
421200,76,76.0
424800,76,76.0
428400,76,76.0
432000,76,76.0
435600,76,76.0
439200,76,76.0
442800,76,76.0
446400,76,76.0
450000,76,76.0
453600,76,76.0
457200,77,77.0
460800,77,77.0
464400,77,77.0
468000,78,78.0
471600,78,78.0
475200,79,79.0
478800,79,79.0
482400,79,79.0
486000,79,79.0
489600,79,79.0
493200,79,79.0
496800,79,79.0
500400,79,79.0
504000,79,79.0
507600,79,79.0
511200,79,79.0
514800,79,79.0
518400,80,80.0
522000,80,80.0
525600,80,80.0
529200,80,80.0
532800,80,80.0
536400,81,81.0
540000,82,82.0
543600,84,84.0
547200,85,85.0
550800,85,85.0
554400,85,85.0
558000,85,85.0
561600,85,85.0
565200,85,85.0
568800,85,85.0
572400,85,85.0
576000,85,85.0
579600,85,85.0
583200,86,86.0
586800,87,87.0
590400,87,87.0
594000,87,87.0
597600,87,87.0
601200,87,87.0
604800,87,87.0
604800,87,87.0
