time,numberOfDiscoveredNodes,percentage
3600,7,7.000000000000001
7200,10,10.0
10800,16,16.0
14400,17,17.0
18000,19,19.0
21600,24,24.0
25200,31,31.0
28800,35,35.0
32400,45,45.0
36000,47,47.0
39600,47,47.0
43200,47,47.0
46800,55,55.00000000000001
50400,55,55.00000000000001
54000,55,55.00000000000001
57600,59,59.0
61200,60,60.0
64800,61,61.0
68400,64,64.0
72000,64,64.0
75600,64,64.0
79200,64,64.0
82800,64,64.0
86400,65,65.0
90000,67,67.0
93600,67,67.0
97200,68,68.0
100800,68,68.0
104400,68,68.0
108000,69,69.0
111600,69,69.0
115200,70,70.0
118800,70,70.0
122400,70,70.0
126000,71,71.0
129600,71,71.0
133200,72,72.0
136800,72,72.0
140400,72,72.0
144000,72,72.0
147600,73,73.0
151200,75,75.0
154800,76,76.0
158400,78,78.0
162000,78,78.0
165600,78,78.0
169200,78,78.0
172800,81,81.0
176400,82,82.0
180000,82,82.0
183600,85,85.0
187200,85,85.0
190800,86,86.0
194400,86,86.0
198000,86,86.0
201600,87,87.0
205200,91,91.0
208800,91,91.0
212400,92,92.0
216000,92,92.0
219600,92,92.0
223200,92,92.0
226800,93,93.0
230400,93,93.0
234000,93,93.0
237600,93,93.0
241200,93,93.0
244800,93,93.0
248400,94,94.0
252000,95,95.0
255600,95,95.0
259200,95,95.0
262800,95,95.0
266400,95,95.0
270000,95,95.0
273600,95,95.0
277200,95,95.0
280800,95,95.0
284400,95,95.0
288000,95,95.0
291600,95,95.0
295200,96,96.0
298800,96,96.0
302400,96,96.0
306000,96,96.0
309600,96,96.0
313200,96,96.0
316800,96,96.0
320400,96,96.0
324000,96,96.0
327600,96,96.0
331200,96,96.0
334800,96,96.0
338400,96,96.0
342000,96,96.0
345600,97,97.0
349200,97,97.0
352800,97,97.0
356400,97,97.0
360000,97,97.0
363600,97,97.0
367200,97,97.0
370800,97,97.0
374400,97,97.0
378000,97,97.0
381600,97,97.0
385200,97,97.0
388800,97,97.0
392400,97,97.0
396000,97,97.0
399600,97,97.0
403200,97,97.0
406800,97,97.0
410400,97,97.0
414000,97,97.0
417600,98,98.0
421200,98,98.0
424800,98,98.0
428400,98,98.0
432000,98,98.0
435600,98,98.0
439200,98,98.0
442800,98,98.0
446400,98,98.0
450000,98,98.0
453600,98,98.0
457200,98,98.0
460800,98,98.0
464400,98,98.0
468000,98,98.0
471600,98,98.0
475200,98,98.0
478800,98,98.0
482400,98,98.0
486000,98,98.0
489600,98,98.0
493200,98,98.0
496800,98,98.0
500400,98,98.0
504000,98,98.0
507600,98,98.0
511200,98,98.0
514800,98,98.0
518400,98,98.0
522000,98,98.0
525600,98,98.0
529200,98,98.0
532800,98,98.0
536400,98,98.0
540000,98,98.0
543600,98,98.0
547200,98,98.0
550800,98,98.0
554400,99,99.0
558000,99,99.0
561600,99,99.0
565200,99,99.0
568800,99,99.0
572400,99,99.0
576000,99,99.0
579600,99,99.0
583200,99,99.0
586800,99,99.0
590400,99,99.0
594000,99,99.0
597600,99,99.0
601200,99,99.0
604800,99,99.0
604800,99,99.0
