time,numberOfDiscoveredNodes,percentage
3600,2,2.0
7200,3,3.0
10800,7,7.000000000000001
14400,8,8.0
18000,12,12.0
21600,12,12.0
25200,13,13.0
28800,17,17.0
32400,17,17.0
36000,18,18.0
39600,21,21.0
43200,22,22.0
46800,22,22.0
50400,24,24.0
54000,24,24.0
57600,24,24.0
61200,25,25.0
64800,26,26.0
68400,29,28.999999999999996
72000,29,28.999999999999996
75600,31,31.0
79200,33,33.0
82800,33,33.0
86400,33,33.0
90000,34,34.0
93600,34,34.0
97200,34,34.0
100800,37,37.0
104400,37,37.0
108000,37,37.0
111600,38,38.0
115200,38,38.0
118800,42,42.0
122400,42,42.0
126000,44,44.0
129600,47,47.0
133200,47,47.0
136800,49,49.0
140400,50,50.0
144000,50,50.0
147600,50,50.0
151200,50,50.0
154800,50,50.0
158400,50,50.0
162000,50,50.0
165600,50,50.0
169200,50,50.0
172800,50,50.0
176400,50,50.0
180000,50,50.0
183600,51,51.0
187200,52,52.0
190800,52,52.0
194400,55,55.00000000000001
198000,60,60.0
201600,62,62.0
205200,62,62.0
208800,62,62.0
212400,63,63.0
216000,68,68.0
219600,68,68.0
223200,69,69.0
226800,72,72.0
230400,72,72.0
234000,73,73.0
237600,73,73.0
241200,73,73.0
244800,73,73.0
248400,74,74.0
252000,74,74.0
255600,74,74.0
259200,76,76.0
262800,76,76.0
266400,76,76.0
270000,76,76.0
273600,76,76.0
277200,76,76.0
280800,76,76.0
284400,76,76.0
288000,76,76.0
291600,76,76.0
295200,76,76.0
298800,76,76.0
302400,76,76.0
306000,76,76.0
309600,77,77.0
313200,77,77.0
316800,77,77.0
320400,77,77.0
324000,79,79.0
327600,79,79.0
331200,82,82.0
334800,82,82.0
338400,82,82.0
342000,83,83.0
345600,83,83.0
349200,83,83.0
352800,83,83.0
356400,83,83.0
360000,83,83.0
363600,83,83.0
367200,83,83.0
370800,83,83.0
374400,83,83.0
378000,84,84.0
381600,84,84.0
385200,84,84.0
388800,84,84.0
392400,84,84.0
396000,84,84.0
399600,84,84.0
403200,85,85.0
406800,85,85.0
410400,85,85.0
414000,85,85.0
417600,86,86.0
421200,86,86.0
424800,88,88.0
428400,88,88.0
432000,88,88.0
435600,88,88.0
439200,88,88.0
442800,88,88.0
446400,88,88.0
450000,88,88.0
453600,89,89.0
457200,89,89.0
460800,89,89.0
464400,90,90.0
468000,90,90.0
471600,90,90.0
475200,90,90.0
478800,90,90.0
482400,90,90.0
486000,90,90.0
489600,90,90.0
493200,90,90.0
496800,90,90.0
500400,90,90.0
504000,90,90.0
507600,90,90.0
511200,90,90.0
514800,90,90.0
518400,90,90.0
522000,90,90.0
525600,90,90.0
529200,90,90.0
532800,90,90.0
536400,90,90.0
540000,90,90.0
543600,90,90.0
547200,90,90.0
550800,90,90.0
554400,90,90.0
558000,90,90.0
561600,90,90.0
565200,90,90.0
568800,90,90.0
572400,90,90.0
576000,90,90.0
579600,90,90.0
583200,90,90.0
586800,90,90.0
590400,90,90.0
594000,90,90.0
597600,90,90.0
601200,90,90.0
604800,90,90.0
604800,90,90.0
