time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,0,0.0
25200,4,4.0
28800,4,4.0
32400,4,4.0
36000,4,4.0
39600,4,4.0
43200,5,5.0
46800,8,8.0
50400,8,8.0
54000,8,8.0
57600,9,9.0
61200,9,9.0
64800,9,9.0
68400,9,9.0
72000,9,9.0
75600,10,10.0
79200,10,10.0
82800,10,10.0
86400,10,10.0
90000,10,10.0
93600,10,10.0
97200,10,10.0
100800,12,12.0
104400,12,12.0
108000,12,12.0
111600,19,19.0
115200,19,19.0
118800,19,19.0
122400,21,21.0
126000,22,22.0
129600,22,22.0
133200,22,22.0
136800,22,22.0
140400,23,23.0
144000,23,23.0
147600,23,23.0
151200,26,26.0
154800,27,27.0
158400,27,27.0
162000,27,27.0
165600,27,27.0
169200,31,31.0
172800,31,31.0
176400,31,31.0
180000,31,31.0
183600,31,31.0
187200,31,31.0
190800,35,35.0
194400,35,35.0
198000,35,35.0
201600,35,35.0
205200,35,35.0
208800,36,36.0
212400,39,39.0
216000,41,41.0
219600,41,41.0
223200,41,41.0
226800,42,42.0
230400,43,43.0
234000,43,43.0
237600,43,43.0
241200,43,43.0
244800,43,43.0
248400,43,43.0
252000,43,43.0
255600,43,43.0
259200,47,47.0
262800,47,47.0
266400,52,52.0
270000,52,52.0
273600,53,53.0
277200,55,55.00000000000001
280800,58,57.99999999999999
284400,59,59.0
288000,60,60.0
291600,60,60.0
295200,60,60.0
298800,61,61.0
302400,62,62.0
306000,63,63.0
309600,63,63.0
313200,63,63.0
316800,63,63.0
320400,64,64.0
324000,64,64.0
327600,64,64.0
331200,64,64.0
334800,64,64.0
338400,65,65.0
342000,66,66.0
345600,66,66.0
349200,67,67.0
352800,68,68.0
356400,68,68.0
360000,69,69.0
363600,70,70.0
367200,74,74.0
370800,74,74.0
374400,74,74.0
378000,74,74.0
381600,75,75.0
385200,75,75.0
388800,75,75.0
392400,75,75.0
396000,75,75.0
399600,75,75.0
403200,75,75.0
406800,75,75.0
410400,75,75.0
414000,75,75.0
417600,79,79.0
421200,79,79.0
424800,79,79.0
428400,79,79.0
432000,79,79.0
435600,79,79.0
439200,79,79.0
442800,80,80.0
446400,83,83.0
450000,83,83.0
453600,83,83.0
457200,83,83.0
460800,83,83.0
464400,83,83.0
468000,83,83.0
471600,83,83.0
475200,83,83.0
478800,83,83.0
482400,83,83.0
486000,83,83.0
489600,83,83.0
493200,83,83.0
496800,83,83.0
500400,83,83.0
504000,84,84.0
507600,84,84.0
511200,84,84.0
514800,84,84.0
518400,84,84.0
522000,84,84.0
525600,86,86.0
529200,86,86.0
532800,86,86.0
536400,86,86.0
540000,86,86.0
543600,86,86.0
547200,86,86.0
550800,86,86.0
554400,86,86.0
558000,86,86.0
561600,86,86.0
565200,86,86.0
568800,86,86.0
572400,86,86.0
576000,86,86.0
579600,86,86.0
583200,86,86.0
586800,86,86.0
590400,86,86.0
594000,86,86.0
597600,86,86.0
601200,86,86.0
604800,87,87.0
604800,87,87.0
