time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,0,0.0
25200,3,3.0
28800,3,3.0
32400,3,3.0
36000,3,3.0
39600,3,3.0
43200,3,3.0
46800,3,3.0
50400,3,3.0
54000,3,3.0
57600,3,3.0
61200,3,3.0
64800,3,3.0
68400,3,3.0
72000,7,7.000000000000001
75600,8,8.0
79200,13,13.0
82800,15,15.0
86400,16,16.0
90000,16,16.0
93600,16,16.0
97200,16,16.0
100800,16,16.0
104400,19,19.0
108000,21,21.0
111600,22,22.0
115200,24,24.0
118800,25,25.0
122400,25,25.0
126000,28,28.000000000000004
129600,33,33.0
133200,33,33.0
136800,34,34.0
140400,34,34.0
144000,34,34.0
147600,34,34.0
151200,34,34.0
154800,43,43.0
158400,44,44.0
162000,44,44.0
165600,44,44.0
169200,44,44.0
172800,44,44.0
176400,45,45.0
180000,47,47.0
183600,48,48.0
187200,54,54.0
190800,54,54.0
194400,54,54.0
198000,55,55.00000000000001
201600,55,55.00000000000001
205200,55,55.00000000000001
208800,55,55.00000000000001
212400,55,55.00000000000001
216000,55,55.00000000000001
219600,55,55.00000000000001
223200,55,55.00000000000001
226800,55,55.00000000000001
230400,55,55.00000000000001
234000,55,55.00000000000001
237600,57,56.99999999999999
241200,59,59.0
244800,59,59.0
248400,59,59.0
252000,59,59.0
255600,59,59.0
259200,59,59.0
262800,59,59.0
266400,59,59.0
270000,59,59.0
273600,59,59.0
277200,59,59.0
280800,59,59.0
284400,59,59.0
288000,59,59.0
291600,59,59.0
295200,59,59.0
298800,59,59.0
302400,59,59.0
306000,62,62.0
309600,62,62.0
313200,62,62.0
316800,62,62.0
320400,62,62.0
324000,62,62.0
327600,62,62.0
331200,62,62.0
334800,62,62.0
338400,62,62.0
342000,63,63.0
345600,63,63.0
349200,63,63.0
352800,63,63.0
356400,63,63.0
360000,63,63.0
363600,63,63.0
367200,63,63.0
370800,63,63.0
374400,63,63.0
378000,63,63.0
381600,63,63.0
385200,63,63.0
388800,63,63.0
392400,63,63.0
396000,64,64.0
399600,64,64.0
403200,67,67.0
406800,67,67.0
410400,68,68.0
414000,69,69.0
417600,69,69.0
421200,69,69.0
424800,69,69.0
428400,69,69.0
432000,69,69.0
435600,69,69.0
439200,69,69.0
442800,69,69.0
446400,69,69.0
450000,69,69.0
453600,69,69.0
457200,69,69.0
460800,69,69.0
464400,72,72.0
468000,73,73.0
471600,73,73.0
475200,73,73.0
478800,73,73.0
482400,73,73.0
486000,73,73.0
489600,73,73.0
493200,73,73.0
496800,73,73.0
500400,73,73.0
504000,73,73.0
507600,76,76.0
511200,76,76.0
514800,76,76.0
518400,76,76.0
522000,76,76.0
525600,76,76.0
529200,76,76.0
532800,76,76.0
536400,76,76.0
540000,76,76.0
543600,76,76.0
547200,80,80.0
550800,80,80.0
554400,80,80.0
558000,81,81.0
561600,81,81.0
565200,81,81.0
568800,81,81.0
572400,81,81.0
576000,81,81.0
579600,81,81.0
583200,81,81.0
586800,81,81.0
590400,81,81.0
594000,81,81.0
597600,81,81.0
601200,81,81.0
604800,81,81.0
604800,81,81.0
