time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,5,5.0
10800,6,6.0
14400,9,9.0
18000,9,9.0
21600,9,9.0
25200,10,10.0
28800,12,12.0
32400,15,15.0
36000,18,18.0
39600,19,19.0
43200,20,20.0
46800,23,23.0
50400,23,23.0
54000,23,23.0
57600,23,23.0
61200,24,24.0
64800,27,27.0
68400,28,28.000000000000004
72000,28,28.000000000000004
75600,29,28.999999999999996
79200,30,30.0
82800,30,30.0
86400,34,34.0
90000,37,37.0
93600,45,45.0
97200,46,46.0
100800,57,56.99999999999999
104400,62,62.0
108000,62,62.0
111600,64,64.0
115200,68,68.0
118800,69,69.0
122400,70,70.0
126000,72,72.0
129600,72,72.0
133200,72,72.0
136800,72,72.0
140400,72,72.0
144000,74,74.0
147600,74,74.0
151200,74,74.0
154800,74,74.0
158400,75,75.0
162000,77,77.0
165600,80,80.0
169200,81,81.0
172800,81,81.0
176400,81,81.0
180000,83,83.0
183600,83,83.0
187200,83,83.0
190800,84,84.0
194400,86,86.0
198000,86,86.0
201600,86,86.0
205200,86,86.0
208800,87,87.0
212400,89,89.0
216000,89,89.0
219600,89,89.0
223200,91,91.0
226800,91,91.0
230400,91,91.0
234000,91,91.0
237600,91,91.0
241200,91,91.0
244800,91,91.0
248400,91,91.0
252000,91,91.0
255600,91,91.0
259200,91,91.0
262800,91,91.0
266400,91,91.0
270000,91,91.0
273600,91,91.0
277200,91,91.0
280800,91,91.0
284400,91,91.0
288000,91,91.0
291600,91,91.0
295200,91,91.0
298800,91,91.0
302400,91,91.0
306000,91,91.0
309600,91,91.0
313200,91,91.0
316800,91,91.0
320400,92,92.0
324000,92,92.0
327600,92,92.0
331200,92,92.0
334800,92,92.0
338400,92,92.0
342000,93,93.0
345600,93,93.0
349200,93,93.0
352800,93,93.0
356400,93,93.0
360000,93,93.0
363600,93,93.0
367200,93,93.0
370800,93,93.0
374400,93,93.0
378000,93,93.0
381600,93,93.0
385200,93,93.0
388800,93,93.0
392400,93,93.0
396000,93,93.0
399600,93,93.0
403200,94,94.0
406800,95,95.0
410400,95,95.0
414000,95,95.0
417600,95,95.0
421200,95,95.0
424800,95,95.0
428400,95,95.0
432000,95,95.0
435600,95,95.0
439200,95,95.0
442800,95,95.0
446400,95,95.0
450000,95,95.0
453600,95,95.0
457200,95,95.0
460800,96,96.0
464400,96,96.0
468000,96,96.0
471600,96,96.0
475200,96,96.0
478800,96,96.0
482400,96,96.0
486000,96,96.0
489600,96,96.0
493200,96,96.0
496800,96,96.0
500400,96,96.0
504000,96,96.0
507600,96,96.0
511200,96,96.0
514800,96,96.0
518400,96,96.0
522000,96,96.0
525600,96,96.0
529200,98,98.0
532800,98,98.0
536400,98,98.0
540000,98,98.0
543600,98,98.0
547200,99,99.0
550800,99,99.0
554400,99,99.0
558000,99,99.0
561600,99,99.0
565200,99,99.0
568800,99,99.0
572400,100,100.0
576000,100,100.0
579600,100,100.0
583200,100,100.0
586800,100,100.0
590400,100,100.0
594000,100,100.0
597600,100,100.0
601200,100,100.0
604800,100,100.0
604800,100,100.0
