time,numberOfDiscoveredNodes,percentage
3600,5,5.0
7200,5,5.0
10800,5,5.0
14400,5,5.0
18000,5,5.0
21600,5,5.0
25200,5,5.0
28800,5,5.0
32400,5,5.0
36000,5,5.0
39600,5,5.0
43200,5,5.0
46800,5,5.0
50400,5,5.0
54000,5,5.0
57600,5,5.0
61200,5,5.0
64800,5,5.0
68400,5,5.0
72000,5,5.0
75600,5,5.0
79200,5,5.0
82800,5,5.0
86400,5,5.0
90000,5,5.0
93600,5,5.0
97200,5,5.0
100800,5,5.0
104400,5,5.0
108000,5,5.0
111600,5,5.0
115200,5,5.0
118800,5,5.0
122400,5,5.0
126000,5,5.0
129600,5,5.0
133200,5,5.0
136800,5,5.0
140400,5,5.0
144000,5,5.0
147600,5,5.0
151200,5,5.0
154800,5,5.0
158400,5,5.0
162000,5,5.0
165600,5,5.0
169200,5,5.0
172800,5,5.0
176400,5,5.0
180000,5,5.0
183600,5,5.0
187200,5,5.0
190800,5,5.0
194400,5,5.0
198000,5,5.0
201600,6,6.0
205200,6,6.0
208800,6,6.0
212400,6,6.0
216000,6,6.0
219600,6,6.0
223200,6,6.0
226800,6,6.0
230400,6,6.0
234000,6,6.0
237600,6,6.0
241200,6,6.0
244800,6,6.0
248400,6,6.0
252000,6,6.0
255600,6,6.0
259200,6,6.0
262800,6,6.0
266400,6,6.0
270000,6,6.0
273600,6,6.0
277200,6,6.0
280800,7,7.000000000000001
284400,8,8.0
288000,12,12.0
291600,13,13.0
295200,13,13.0
298800,13,13.0
302400,13,13.0
306000,13,13.0
309600,13,13.0
313200,13,13.0
316800,13,13.0
320400,13,13.0
324000,13,13.0
327600,14,14.000000000000002
331200,16,16.0
334800,16,16.0
338400,16,16.0
342000,16,16.0
345600,16,16.0
349200,16,16.0
352800,16,16.0
356400,16,16.0
360000,16,16.0
363600,16,16.0
367200,16,16.0
370800,16,16.0
374400,16,16.0
378000,16,16.0
381600,17,17.0
385200,17,17.0
388800,17,17.0
392400,17,17.0
396000,17,17.0
399600,17,17.0
403200,17,17.0
406800,17,17.0
410400,17,17.0
414000,17,17.0
417600,17,17.0
421200,17,17.0
424800,17,17.0
428400,17,17.0
432000,17,17.0
435600,17,17.0
439200,17,17.0
442800,17,17.0
446400,17,17.0
450000,17,17.0
453600,17,17.0
457200,17,17.0
460800,17,17.0
464400,17,17.0
468000,17,17.0
471600,17,17.0
475200,17,17.0
478800,17,17.0
482400,17,17.0
486000,17,17.0
489600,17,17.0
493200,17,17.0
496800,18,18.0
500400,18,18.0
504000,18,18.0
507600,18,18.0
511200,18,18.0
514800,18,18.0
518400,19,19.0
522000,20,20.0
525600,20,20.0
529200,20,20.0
532800,20,20.0
536400,20,20.0
540000,20,20.0
543600,20,20.0
547200,20,20.0
550800,20,20.0
554400,20,20.0
558000,20,20.0
561600,20,20.0
565200,20,20.0
568800,20,20.0
572400,20,20.0
576000,20,20.0
579600,20,20.0
583200,21,21.0
586800,21,21.0
590400,29,28.999999999999996
594000,29,28.999999999999996
597600,29,28.999999999999996
601200,29,28.999999999999996
604800,29,28.999999999999996
604800,29,28.999999999999996
