time,numberOfDiscoveredNodes,percentage
3600,11,11.0
7200,15,15.0
10800,17,17.0
14400,17,17.0
18000,17,17.0
21600,17,17.0
25200,24,24.0
28800,25,25.0
32400,30,30.0
36000,32,32.0
39600,32,32.0
43200,32,32.0
46800,32,32.0
50400,32,32.0
54000,32,32.0
57600,32,32.0
61200,32,32.0
64800,32,32.0
68400,32,32.0
72000,32,32.0
75600,32,32.0
79200,32,32.0
82800,32,32.0
86400,32,32.0
90000,35,35.0
93600,35,35.0
97200,39,39.0
100800,41,41.0
104400,41,41.0
108000,41,41.0
111600,41,41.0
115200,41,41.0
118800,41,41.0
122400,41,41.0
126000,41,41.0
129600,41,41.0
133200,41,41.0
136800,43,43.0
140400,43,43.0
144000,43,43.0
147600,43,43.0
151200,45,45.0
154800,46,46.0
158400,48,48.0
162000,48,48.0
165600,48,48.0
169200,48,48.0
172800,48,48.0
176400,48,48.0
180000,48,48.0
183600,61,61.0
187200,62,62.0
190800,62,62.0
194400,62,62.0
198000,62,62.0
201600,62,62.0
205200,62,62.0
208800,62,62.0
212400,62,62.0
216000,62,62.0
219600,65,65.0
223200,68,68.0
226800,68,68.0
230400,68,68.0
234000,68,68.0
237600,68,68.0
241200,68,68.0
244800,68,68.0
248400,68,68.0
252000,68,68.0
255600,68,68.0
259200,68,68.0
262800,68,68.0
266400,68,68.0
270000,68,68.0
273600,68,68.0
277200,68,68.0
280800,68,68.0
284400,68,68.0
288000,68,68.0
291600,68,68.0
295200,68,68.0
298800,69,69.0
302400,69,69.0
306000,69,69.0
309600,70,70.0
313200,70,70.0
316800,70,70.0
320400,70,70.0
324000,70,70.0
327600,73,73.0
331200,73,73.0
334800,73,73.0
338400,74,74.0
342000,76,76.0
345600,78,78.0
349200,80,80.0
352800,80,80.0
356400,84,84.0
360000,86,86.0
363600,86,86.0
367200,87,87.0
370800,87,87.0
374400,87,87.0
378000,87,87.0
381600,87,87.0
385200,87,87.0
388800,87,87.0
392400,87,87.0
396000,87,87.0
399600,87,87.0
403200,87,87.0
406800,87,87.0
410400,87,87.0
414000,87,87.0
417600,87,87.0
421200,87,87.0
424800,87,87.0
428400,87,87.0
432000,87,87.0
435600,87,87.0
439200,87,87.0
442800,87,87.0
446400,87,87.0
450000,87,87.0
453600,87,87.0
457200,87,87.0
460800,87,87.0
464400,87,87.0
468000,87,87.0
471600,87,87.0
475200,87,87.0
478800,87,87.0
482400,87,87.0
486000,87,87.0
489600,87,87.0
493200,87,87.0
496800,87,87.0
500400,89,89.0
504000,89,89.0
507600,89,89.0
511200,89,89.0
514800,89,89.0
518400,89,89.0
522000,89,89.0
525600,89,89.0
529200,89,89.0
532800,89,89.0
536400,89,89.0
540000,89,89.0
543600,89,89.0
547200,89,89.0
550800,89,89.0
554400,89,89.0
558000,89,89.0
561600,89,89.0
565200,89,89.0
568800,89,89.0
572400,89,89.0
576000,89,89.0
579600,89,89.0
583200,89,89.0
586800,89,89.0
590400,89,89.0
594000,89,89.0
597600,89,89.0
601200,89,89.0
604800,89,89.0
604800,89,89.0
