time,numberOfDiscoveredNodes,percentage
3600,6,6.0
7200,10,10.0
10800,15,15.0
14400,17,17.0
18000,28,28.000000000000004
21600,32,32.0
25200,37,37.0
28800,37,37.0
32400,40,40.0
36000,41,41.0
39600,49,49.0
43200,53,53.0
46800,55,55.00000000000001
50400,56,56.00000000000001
54000,58,57.99999999999999
57600,59,59.0
61200,59,59.0
64800,59,59.0
68400,59,59.0
72000,59,59.0
75600,60,60.0
79200,62,62.0
82800,62,62.0
86400,62,62.0
90000,65,65.0
93600,67,67.0
97200,69,69.0
100800,69,69.0
104400,72,72.0
108000,73,73.0
111600,75,75.0
115200,76,76.0
118800,82,82.0
122400,82,82.0
126000,85,85.0
129600,85,85.0
133200,85,85.0
136800,85,85.0
140400,85,85.0
144000,87,87.0
147600,87,87.0
151200,87,87.0
154800,87,87.0
158400,87,87.0
162000,88,88.0
165600,88,88.0
169200,88,88.0
172800,88,88.0
176400,88,88.0
180000,88,88.0
183600,88,88.0
187200,88,88.0
190800,89,89.0
194400,90,90.0
198000,90,90.0
201600,91,91.0
205200,91,91.0
208800,91,91.0
212400,91,91.0
216000,91,91.0
219600,92,92.0
223200,92,92.0
226800,92,92.0
230400,92,92.0
234000,92,92.0
237600,92,92.0
241200,92,92.0
244800,92,92.0
248400,93,93.0
252000,93,93.0
255600,93,93.0
259200,94,94.0
262800,94,94.0
266400,94,94.0
270000,94,94.0
273600,94,94.0
277200,94,94.0
280800,94,94.0
284400,94,94.0
288000,94,94.0
291600,94,94.0
295200,94,94.0
298800,94,94.0
302400,94,94.0
306000,94,94.0
309600,94,94.0
313200,94,94.0
316800,94,94.0
320400,94,94.0
324000,94,94.0
327600,94,94.0
331200,94,94.0
334800,94,94.0
338400,94,94.0
342000,94,94.0
345600,94,94.0
349200,95,95.0
352800,95,95.0
356400,95,95.0
360000,95,95.0
363600,95,95.0
367200,95,95.0
370800,96,96.0
374400,96,96.0
378000,96,96.0
381600,96,96.0
385200,96,96.0
388800,96,96.0
392400,96,96.0
396000,96,96.0
399600,96,96.0
403200,96,96.0
406800,96,96.0
410400,96,96.0
414000,96,96.0
417600,96,96.0
421200,97,97.0
424800,97,97.0
428400,97,97.0
432000,97,97.0
435600,97,97.0
439200,97,97.0
442800,97,97.0
446400,97,97.0
450000,97,97.0
453600,97,97.0
457200,97,97.0
460800,97,97.0
464400,97,97.0
468000,97,97.0
471600,97,97.0
475200,97,97.0
478800,97,97.0
482400,97,97.0
486000,97,97.0
489600,97,97.0
493200,97,97.0
496800,97,97.0
500400,97,97.0
504000,97,97.0
507600,97,97.0
511200,97,97.0
514800,97,97.0
518400,97,97.0
522000,97,97.0
525600,97,97.0
529200,97,97.0
532800,97,97.0
536400,97,97.0
540000,97,97.0
543600,97,97.0
547200,97,97.0
550800,97,97.0
554400,97,97.0
558000,97,97.0
561600,97,97.0
565200,97,97.0
568800,97,97.0
572400,97,97.0
576000,97,97.0
579600,97,97.0
583200,97,97.0
586800,97,97.0
590400,97,97.0
594000,97,97.0
597600,97,97.0
601200,97,97.0
604800,97,97.0
604800,97,97.0
