time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,1,1.0
10800,2,2.0
14400,2,2.0
18000,2,2.0
21600,2,2.0
25200,2,2.0
28800,6,6.0
32400,11,11.0
36000,13,13.0
39600,16,16.0
43200,19,19.0
46800,20,20.0
50400,20,20.0
54000,25,25.0
57600,26,26.0
61200,26,26.0
64800,26,26.0
68400,27,27.0
72000,27,27.0
75600,27,27.0
79200,27,27.0
82800,31,31.0
86400,31,31.0
90000,32,32.0
93600,33,33.0
97200,33,33.0
100800,33,33.0
104400,33,33.0
108000,33,33.0
111600,33,33.0
115200,33,33.0
118800,33,33.0
122400,35,35.0
126000,35,35.0
129600,39,39.0
133200,39,39.0
136800,40,40.0
140400,41,41.0
144000,41,41.0
147600,42,42.0
151200,43,43.0
154800,43,43.0
158400,44,44.0
162000,46,46.0
165600,49,49.0
169200,49,49.0
172800,50,50.0
176400,51,51.0
180000,53,53.0
183600,56,56.00000000000001
187200,56,56.00000000000001
190800,57,56.99999999999999
194400,57,56.99999999999999
198000,57,56.99999999999999
201600,57,56.99999999999999
205200,57,56.99999999999999
208800,58,57.99999999999999
212400,58,57.99999999999999
216000,58,57.99999999999999
219600,58,57.99999999999999
223200,58,57.99999999999999
226800,59,59.0
230400,59,59.0
234000,59,59.0
237600,59,59.0
241200,59,59.0
244800,59,59.0
248400,60,60.0
252000,60,60.0
255600,62,62.0
259200,66,66.0
262800,66,66.0
266400,66,66.0
270000,66,66.0
273600,66,66.0
277200,66,66.0
280800,66,66.0
284400,66,66.0
288000,72,72.0
291600,72,72.0
295200,73,73.0
298800,74,74.0
302400,74,74.0
306000,74,74.0
309600,74,74.0
313200,74,74.0
316800,74,74.0
320400,74,74.0
324000,74,74.0
327600,75,75.0
331200,76,76.0
334800,76,76.0
338400,76,76.0
342000,76,76.0
345600,76,76.0
349200,76,76.0
352800,76,76.0
356400,77,77.0
360000,77,77.0
363600,77,77.0
367200,77,77.0
370800,77,77.0
374400,77,77.0
378000,77,77.0
381600,77,77.0
385200,80,80.0
388800,80,80.0
392400,80,80.0
396000,85,85.0
399600,90,90.0
403200,91,91.0
406800,92,92.0
410400,92,92.0
414000,92,92.0
417600,92,92.0
421200,92,92.0
424800,92,92.0
428400,92,92.0
432000,93,93.0
435600,93,93.0
439200,93,93.0
442800,93,93.0
446400,93,93.0
450000,93,93.0
453600,93,93.0
457200,93,93.0
460800,93,93.0
464400,93,93.0
468000,93,93.0
471600,93,93.0
475200,93,93.0
478800,93,93.0
482400,93,93.0
486000,93,93.0
489600,93,93.0
493200,93,93.0
496800,93,93.0
500400,93,93.0
504000,93,93.0
507600,93,93.0
511200,93,93.0
514800,93,93.0
518400,93,93.0
522000,93,93.0
525600,93,93.0
529200,93,93.0
532800,93,93.0
536400,93,93.0
540000,93,93.0
543600,93,93.0
547200,93,93.0
550800,93,93.0
554400,93,93.0
558000,93,93.0
561600,93,93.0
565200,93,93.0
568800,93,93.0
572400,93,93.0
576000,93,93.0
579600,93,93.0
583200,93,93.0
586800,94,94.0
590400,94,94.0
594000,94,94.0
597600,94,94.0
601200,94,94.0
604800,94,94.0
604800,94,94.0
