time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,1,1.0
10800,3,3.0
14400,8,8.0
18000,8,8.0
21600,9,9.0
25200,9,9.0
28800,9,9.0
32400,12,12.0
36000,19,19.0
39600,19,19.0
43200,19,19.0
46800,19,19.0
50400,34,34.0
54000,35,35.0
57600,36,36.0
61200,36,36.0
64800,37,37.0
68400,37,37.0
72000,41,41.0
75600,41,41.0
79200,41,41.0
82800,43,43.0
86400,43,43.0
90000,44,44.0
93600,44,44.0
97200,44,44.0
100800,47,47.0
104400,47,47.0
108000,47,47.0
111600,50,50.0
115200,50,50.0
118800,52,52.0
122400,52,52.0
126000,52,52.0
129600,52,52.0
133200,53,53.0
136800,53,53.0
140400,53,53.0
144000,53,53.0
147600,53,53.0
151200,53,53.0
154800,56,56.00000000000001
158400,56,56.00000000000001
162000,56,56.00000000000001
165600,57,56.99999999999999
169200,57,56.99999999999999
172800,57,56.99999999999999
176400,60,60.0
180000,60,60.0
183600,60,60.0
187200,60,60.0
190800,60,60.0
194400,60,60.0
198000,62,62.0
201600,62,62.0
205200,62,62.0
208800,62,62.0
212400,62,62.0
216000,62,62.0
219600,62,62.0
223200,62,62.0
226800,62,62.0
230400,62,62.0
234000,62,62.0
237600,64,64.0
241200,64,64.0
244800,64,64.0
248400,64,64.0
252000,64,64.0
255600,64,64.0
259200,64,64.0
262800,64,64.0
266400,64,64.0
270000,64,64.0
273600,64,64.0
277200,64,64.0
280800,64,64.0
284400,64,64.0
288000,64,64.0
291600,65,65.0
295200,65,65.0
298800,65,65.0
302400,65,65.0
306000,66,66.0
309600,70,70.0
313200,71,71.0
316800,71,71.0
320400,71,71.0
324000,71,71.0
327600,71,71.0
331200,71,71.0
334800,71,71.0
338400,71,71.0
342000,71,71.0
345600,71,71.0
349200,71,71.0
352800,71,71.0
356400,71,71.0
360000,78,78.0
363600,78,78.0
367200,78,78.0
370800,78,78.0
374400,78,78.0
378000,78,78.0
381600,78,78.0
385200,78,78.0
388800,79,79.0
392400,79,79.0
396000,79,79.0
399600,79,79.0
403200,79,79.0
406800,79,79.0
410400,79,79.0
414000,79,79.0
417600,79,79.0
421200,79,79.0
424800,79,79.0
428400,79,79.0
432000,79,79.0
435600,79,79.0
439200,79,79.0
442800,79,79.0
446400,79,79.0
450000,79,79.0
453600,80,80.0
457200,80,80.0
460800,80,80.0
464400,80,80.0
468000,80,80.0
471600,80,80.0
475200,80,80.0
478800,80,80.0
482400,80,80.0
486000,80,80.0
489600,80,80.0
493200,80,80.0
496800,80,80.0
500400,83,83.0
504000,83,83.0
507600,83,83.0
511200,83,83.0
514800,83,83.0
518400,83,83.0
522000,83,83.0
525600,83,83.0
529200,83,83.0
532800,83,83.0
536400,83,83.0
540000,83,83.0
543600,83,83.0
547200,83,83.0
550800,83,83.0
554400,83,83.0
558000,83,83.0
561600,83,83.0
565200,84,84.0
568800,91,91.0
572400,91,91.0
576000,91,91.0
579600,91,91.0
583200,91,91.0
586800,91,91.0
590400,91,91.0
594000,91,91.0
597600,91,91.0
601200,91,91.0
604800,91,91.0
604800,91,91.0
