time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,1,1.0
10800,1,1.0
14400,2,2.0
18000,3,3.0
21600,3,3.0
25200,3,3.0
28800,3,3.0
32400,3,3.0
36000,3,3.0
39600,3,3.0
43200,3,3.0
46800,3,3.0
50400,3,3.0
54000,3,3.0
57600,4,4.0
61200,4,4.0
64800,4,4.0
68400,5,5.0
72000,5,5.0
75600,7,7.000000000000001
79200,8,8.0
82800,8,8.0
86400,8,8.0
90000,11,11.0
93600,11,11.0
97200,11,11.0
100800,11,11.0
104400,11,11.0
108000,11,11.0
111600,11,11.0
115200,11,11.0
118800,11,11.0
122400,12,12.0
126000,13,13.0
129600,14,14.000000000000002
133200,14,14.000000000000002
136800,14,14.000000000000002
140400,14,14.000000000000002
144000,14,14.000000000000002
147600,15,15.0
151200,16,16.0
154800,16,16.0
158400,16,16.0
162000,16,16.0
165600,16,16.0
169200,16,16.0
172800,17,17.0
176400,17,17.0
180000,17,17.0
183600,17,17.0
187200,18,18.0
190800,18,18.0
194400,18,18.0
198000,18,18.0
201600,20,20.0
205200,20,20.0
208800,20,20.0
212400,20,20.0
216000,20,20.0
219600,20,20.0
223200,20,20.0
226800,21,21.0
230400,21,21.0
234000,22,22.0
237600,22,22.0
241200,23,23.0
244800,23,23.0
248400,23,23.0
252000,23,23.0
255600,23,23.0
259200,23,23.0
262800,24,24.0
266400,25,25.0
270000,25,25.0
273600,25,25.0
277200,26,26.0
280800,26,26.0
284400,26,26.0
288000,27,27.0
291600,27,27.0
295200,28,28.000000000000004
298800,28,28.000000000000004
302400,28,28.000000000000004
306000,28,28.000000000000004
309600,28,28.000000000000004
313200,28,28.000000000000004
316800,28,28.000000000000004
320400,28,28.000000000000004
324000,28,28.000000000000004
327600,28,28.000000000000004
331200,28,28.000000000000004
334800,29,28.999999999999996
338400,29,28.999999999999996
342000,29,28.999999999999996
345600,30,30.0
349200,30,30.0
352800,31,31.0
356400,32,32.0
360000,33,33.0
363600,35,35.0
367200,36,36.0
370800,37,37.0
374400,37,37.0
378000,37,37.0
381600,37,37.0
385200,37,37.0
388800,38,38.0
392400,38,38.0
396000,38,38.0
399600,38,38.0
403200,39,39.0
406800,39,39.0
410400,40,40.0
414000,40,40.0
417600,40,40.0
421200,40,40.0
424800,40,40.0
428400,41,41.0
432000,41,41.0
435600,42,42.0
439200,43,43.0
442800,45,45.0
446400,45,45.0
450000,46,46.0
453600,48,48.0
457200,49,49.0
460800,50,50.0
464400,50,50.0
468000,50,50.0
471600,51,51.0
475200,51,51.0
478800,51,51.0
482400,51,51.0
486000,51,51.0
489600,51,51.0
493200,51,51.0
496800,51,51.0
500400,51,51.0
504000,51,51.0
507600,51,51.0
511200,52,52.0
514800,52,52.0
518400,52,52.0
522000,52,52.0
525600,52,52.0
529200,52,52.0
532800,52,52.0
536400,53,53.0
540000,53,53.0
543600,54,54.0
547200,54,54.0
550800,54,54.0
554400,54,54.0
558000,54,54.0
561600,54,54.0
565200,54,54.0
568800,54,54.0
572400,54,54.0
576000,54,54.0
579600,54,54.0
583200,54,54.0
586800,54,54.0
590400,54,54.0
594000,54,54.0
597600,54,54.0
601200,56,56.00000000000001
604800,56,56.00000000000001
604800,56,56.00000000000001
