time,numberOfDiscoveredNodes,percentage
3600,4,4.0
7200,4,4.0
10800,7,7.000000000000001
14400,7,7.000000000000001
18000,9,9.0
21600,10,10.0
25200,14,14.000000000000002
28800,18,18.0
32400,19,19.0
36000,22,22.0
39600,22,22.0
43200,24,24.0
46800,25,25.0
50400,27,27.0
54000,28,28.000000000000004
57600,29,28.999999999999996
61200,30,30.0
64800,31,31.0
68400,32,32.0
72000,34,34.0
75600,35,35.0
79200,39,39.0
82800,39,39.0
86400,39,39.0
90000,41,41.0
93600,44,44.0
97200,45,45.0
100800,45,45.0
104400,45,45.0
108000,49,49.0
111600,52,52.0
115200,54,54.0
118800,56,56.00000000000001
122400,56,56.00000000000001
126000,57,56.99999999999999
129600,57,56.99999999999999
133200,60,60.0
136800,62,62.0
140400,63,63.0
144000,67,67.0
147600,67,67.0
151200,68,68.0
154800,69,69.0
158400,69,69.0
162000,71,71.0
165600,72,72.0
169200,72,72.0
172800,73,73.0
176400,75,75.0
180000,75,75.0
183600,78,78.0
187200,79,79.0
190800,80,80.0
194400,80,80.0
198000,80,80.0
201600,80,80.0
205200,81,81.0
208800,81,81.0
212400,81,81.0
216000,81,81.0
219600,81,81.0
223200,81,81.0
226800,81,81.0
230400,81,81.0
234000,81,81.0
237600,81,81.0
241200,81,81.0
244800,81,81.0
248400,82,82.0
252000,82,82.0
255600,82,82.0
259200,82,82.0
262800,82,82.0
266400,82,82.0
270000,82,82.0
273600,82,82.0
277200,82,82.0
280800,82,82.0
284400,82,82.0
288000,82,82.0
291600,82,82.0
295200,82,82.0
298800,82,82.0
302400,83,83.0
306000,83,83.0
309600,83,83.0
313200,83,83.0
316800,83,83.0
320400,84,84.0
324000,84,84.0
327600,85,85.0
331200,85,85.0
334800,85,85.0
338400,85,85.0
342000,85,85.0
345600,86,86.0
349200,86,86.0
352800,86,86.0
356400,87,87.0
360000,87,87.0
363600,87,87.0
367200,87,87.0
370800,88,88.0
374400,88,88.0
378000,88,88.0
381600,88,88.0
385200,88,88.0
388800,89,89.0
392400,89,89.0
396000,89,89.0
399600,89,89.0
403200,90,90.0
406800,90,90.0
410400,90,90.0
414000,90,90.0
417600,90,90.0
421200,91,91.0
424800,91,91.0
428400,91,91.0
432000,92,92.0
435600,92,92.0
439200,93,93.0
442800,93,93.0
446400,93,93.0
450000,95,95.0
453600,95,95.0
457200,95,95.0
460800,95,95.0
464400,95,95.0
468000,95,95.0
471600,95,95.0
475200,95,95.0
478800,95,95.0
482400,95,95.0
486000,96,96.0
489600,96,96.0
493200,96,96.0
496800,96,96.0
500400,96,96.0
504000,96,96.0
507600,96,96.0
511200,96,96.0
514800,97,97.0
518400,97,97.0
522000,97,97.0
525600,97,97.0
529200,97,97.0
532800,97,97.0
536400,97,97.0
540000,97,97.0
543600,97,97.0
547200,97,97.0
550800,97,97.0
554400,97,97.0
558000,97,97.0
561600,97,97.0
565200,97,97.0
568800,97,97.0
572400,97,97.0
576000,97,97.0
579600,97,97.0
583200,97,97.0
586800,97,97.0
590400,97,97.0
594000,98,98.0
597600,98,98.0
601200,98,98.0
604800,98,98.0
604800,98,98.0
