time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,1,1.0
21600,1,1.0
25200,1,1.0
28800,1,1.0
32400,1,1.0
36000,2,2.0
39600,6,6.0
43200,7,7.000000000000001
46800,9,9.0
50400,10,10.0
54000,10,10.0
57600,11,11.0
61200,11,11.0
64800,11,11.0
68400,11,11.0
72000,11,11.0
75600,11,11.0
79200,11,11.0
82800,12,12.0
86400,13,13.0
90000,13,13.0
93600,14,14.000000000000002
97200,14,14.000000000000002
100800,15,15.0
104400,15,15.0
108000,15,15.0
111600,15,15.0
115200,15,15.0
118800,15,15.0
122400,15,15.0
126000,15,15.0
129600,15,15.0
133200,15,15.0
136800,15,15.0
140400,16,16.0
144000,19,19.0
147600,22,22.0
151200,24,24.0
154800,25,25.0
158400,25,25.0
162000,25,25.0
165600,25,25.0
169200,25,25.0
172800,25,25.0
176400,25,25.0
180000,25,25.0
183600,25,25.0
187200,26,26.0
190800,26,26.0
194400,29,28.999999999999996
198000,30,30.0
201600,30,30.0
205200,33,33.0
208800,33,33.0
212400,33,33.0
216000,33,33.0
219600,33,33.0
223200,33,33.0
226800,33,33.0
230400,36,36.0
234000,36,36.0
237600,36,36.0
241200,36,36.0
244800,44,44.0
248400,45,45.0
252000,47,47.0
255600,47,47.0
259200,47,47.0
262800,47,47.0
266400,47,47.0
270000,47,47.0
273600,47,47.0
277200,47,47.0
280800,47,47.0
284400,47,47.0
288000,47,47.0
291600,47,47.0
295200,47,47.0
298800,47,47.0
302400,48,48.0
306000,48,48.0
309600,48,48.0
313200,48,48.0
316800,48,48.0
320400,48,48.0
324000,48,48.0
327600,48,48.0
331200,48,48.0
334800,48,48.0
338400,48,48.0
342000,48,48.0
345600,48,48.0
349200,48,48.0
352800,48,48.0
356400,48,48.0
360000,49,49.0
363600,49,49.0
367200,49,49.0
370800,49,49.0
374400,49,49.0
378000,49,49.0
381600,49,49.0
385200,49,49.0
388800,49,49.0
392400,49,49.0
396000,49,49.0
399600,49,49.0
403200,49,49.0
406800,49,49.0
410400,50,50.0
414000,50,50.0
417600,50,50.0
421200,50,50.0
424800,50,50.0
428400,50,50.0
432000,54,54.0
435600,54,54.0
439200,54,54.0
442800,54,54.0
446400,54,54.0
450000,54,54.0
453600,54,54.0
457200,54,54.0
460800,54,54.0
464400,54,54.0
468000,57,56.99999999999999
471600,57,56.99999999999999
475200,60,60.0
478800,60,60.0
482400,60,60.0
486000,60,60.0
489600,60,60.0
493200,60,60.0
496800,60,60.0
500400,60,60.0
504000,60,60.0
507600,60,60.0
511200,61,61.0
514800,61,61.0
518400,61,61.0
522000,61,61.0
525600,61,61.0
529200,61,61.0
532800,61,61.0
536400,61,61.0
540000,61,61.0
543600,61,61.0
547200,61,61.0
550800,65,65.0
554400,66,66.0
558000,66,66.0
561600,66,66.0
565200,66,66.0
568800,66,66.0
572400,66,66.0
576000,66,66.0
579600,66,66.0
583200,66,66.0
586800,66,66.0
590400,66,66.0
594000,66,66.0
597600,66,66.0
601200,66,66.0
604800,66,66.0
604800,66,66.0
