time,numberOfDiscoveredNodes,percentage
3600,3,3.0
7200,4,4.0
10800,4,4.0
14400,4,4.0
18000,4,4.0
21600,4,4.0
25200,5,5.0
28800,6,6.0
32400,6,6.0
36000,6,6.0
39600,6,6.0
43200,6,6.0
46800,6,6.0
50400,6,6.0
54000,7,7.000000000000001
57600,9,9.0
61200,10,10.0
64800,10,10.0
68400,10,10.0
72000,10,10.0
75600,10,10.0
79200,10,10.0
82800,10,10.0
86400,10,10.0
90000,10,10.0
93600,10,10.0
97200,10,10.0
100800,10,10.0
104400,10,10.0
108000,10,10.0
111600,10,10.0
115200,10,10.0
118800,10,10.0
122400,10,10.0
126000,13,13.0
129600,13,13.0
133200,13,13.0
136800,13,13.0
140400,13,13.0
144000,13,13.0
147600,13,13.0
151200,13,13.0
154800,16,16.0
158400,19,19.0
162000,19,19.0
165600,19,19.0
169200,22,22.0
172800,23,23.0
176400,23,23.0
180000,23,23.0
183600,23,23.0
187200,23,23.0
190800,28,28.000000000000004
194400,28,28.000000000000004
198000,28,28.000000000000004
201600,32,32.0
205200,32,32.0
208800,32,32.0
212400,42,42.0
216000,42,42.0
219600,42,42.0
223200,44,44.0
226800,44,44.0
230400,44,44.0
234000,44,44.0
237600,44,44.0
241200,44,44.0
244800,44,44.0
248400,49,49.0
252000,53,53.0
255600,54,54.0
259200,54,54.0
262800,54,54.0
266400,57,56.99999999999999
270000,57,56.99999999999999
273600,58,57.99999999999999
277200,58,57.99999999999999
280800,58,57.99999999999999
284400,58,57.99999999999999
288000,58,57.99999999999999
291600,58,57.99999999999999
295200,58,57.99999999999999
298800,58,57.99999999999999
302400,58,57.99999999999999
306000,59,59.0
309600,59,59.0
313200,59,59.0
316800,60,60.0
320400,60,60.0
324000,60,60.0
327600,61,61.0
331200,61,61.0
334800,61,61.0
338400,61,61.0
342000,61,61.0
345600,61,61.0
349200,61,61.0
352800,61,61.0
356400,61,61.0
360000,61,61.0
363600,65,65.0
367200,65,65.0
370800,65,65.0
374400,65,65.0
378000,65,65.0
381600,65,65.0
385200,65,65.0
388800,65,65.0
392400,65,65.0
396000,65,65.0
399600,65,65.0
403200,65,65.0
406800,65,65.0
410400,65,65.0
414000,65,65.0
417600,65,65.0
421200,65,65.0
424800,65,65.0
428400,65,65.0
432000,67,67.0
435600,68,68.0
439200,68,68.0
442800,68,68.0
446400,68,68.0
450000,68,68.0
453600,68,68.0
457200,68,68.0
460800,68,68.0
464400,68,68.0
468000,68,68.0
471600,68,68.0
475200,68,68.0
478800,68,68.0
482400,68,68.0
486000,68,68.0
489600,68,68.0
493200,69,69.0
496800,70,70.0
500400,70,70.0
504000,71,71.0
507600,71,71.0
511200,71,71.0
514800,71,71.0
518400,71,71.0
522000,71,71.0
525600,71,71.0
529200,71,71.0
532800,71,71.0
536400,71,71.0
540000,73,73.0
543600,73,73.0
547200,73,73.0
550800,73,73.0
554400,73,73.0
558000,73,73.0
561600,73,73.0
565200,73,73.0
568800,73,73.0
572400,73,73.0
576000,73,73.0
579600,73,73.0
583200,73,73.0
586800,73,73.0
590400,73,73.0
594000,73,73.0
597600,74,74.0
601200,74,74.0
604800,74,74.0
604800,74,74.0
