time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,3,3.0
10800,3,3.0
14400,7,7.000000000000001
18000,7,7.000000000000001
21600,10,10.0
25200,18,18.0
28800,23,23.0
32400,24,24.0
36000,26,26.0
39600,31,31.0
43200,33,33.0
46800,33,33.0
50400,36,36.0
54000,36,36.0
57600,39,39.0
61200,39,39.0
64800,42,42.0
68400,42,42.0
72000,44,44.0
75600,44,44.0
79200,44,44.0
82800,44,44.0
86400,45,45.0
90000,48,48.0
93600,49,49.0
97200,49,49.0
100800,49,49.0
104400,50,50.0
108000,50,50.0
111600,50,50.0
115200,50,50.0
118800,50,50.0
122400,52,52.0
126000,54,54.0
129600,55,55.00000000000001
133200,55,55.00000000000001
136800,55,55.00000000000001
140400,55,55.00000000000001
144000,55,55.00000000000001
147600,55,55.00000000000001
151200,57,56.99999999999999
154800,57,56.99999999999999
158400,58,57.99999999999999
162000,58,57.99999999999999
165600,58,57.99999999999999
169200,58,57.99999999999999
172800,59,59.0
176400,60,60.0
180000,60,60.0
183600,60,60.0
187200,60,60.0
190800,60,60.0
194400,60,60.0
198000,60,60.0
201600,60,60.0
205200,61,61.0
208800,61,61.0
212400,61,61.0
216000,61,61.0
219600,61,61.0
223200,61,61.0
226800,61,61.0
230400,61,61.0
234000,61,61.0
237600,61,61.0
241200,61,61.0
244800,62,62.0
248400,62,62.0
252000,64,64.0
255600,65,65.0
259200,68,68.0
262800,70,70.0
266400,74,74.0
270000,75,75.0
273600,75,75.0
277200,75,75.0
280800,75,75.0
284400,75,75.0
288000,75,75.0
291600,75,75.0
295200,75,75.0
298800,76,76.0
302400,76,76.0
306000,76,76.0
309600,76,76.0
313200,76,76.0
316800,76,76.0
320400,76,76.0
324000,76,76.0
327600,76,76.0
331200,76,76.0
334800,76,76.0
338400,76,76.0
342000,76,76.0
345600,76,76.0
349200,76,76.0
352800,76,76.0
356400,76,76.0
360000,76,76.0
363600,76,76.0
367200,77,77.0
370800,79,79.0
374400,79,79.0
378000,79,79.0
381600,79,79.0
385200,79,79.0
388800,79,79.0
392400,79,79.0
396000,79,79.0
399600,79,79.0
403200,79,79.0
406800,79,79.0
410400,79,79.0
414000,79,79.0
417600,79,79.0
421200,79,79.0
424800,79,79.0
428400,79,79.0
432000,79,79.0
435600,79,79.0
439200,79,79.0
442800,79,79.0
446400,79,79.0
450000,79,79.0
453600,80,80.0
457200,80,80.0
460800,80,80.0
464400,80,80.0
468000,80,80.0
471600,80,80.0
475200,80,80.0
478800,80,80.0
482400,81,81.0
486000,81,81.0
489600,81,81.0
493200,81,81.0
496800,81,81.0
500400,81,81.0
504000,81,81.0
507600,81,81.0
511200,81,81.0
514800,81,81.0
518400,81,81.0
522000,82,82.0
525600,82,82.0
529200,82,82.0
532800,82,82.0
536400,84,84.0
540000,85,85.0
543600,85,85.0
547200,85,85.0
550800,85,85.0
554400,85,85.0
558000,85,85.0
561600,85,85.0
565200,85,85.0
568800,86,86.0
572400,86,86.0
576000,86,86.0
579600,86,86.0
583200,86,86.0
586800,86,86.0
590400,86,86.0
594000,86,86.0
597600,86,86.0
601200,86,86.0
604800,86,86.0
604800,86,86.0
