time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,2,2.0
25200,4,4.0
28800,8,8.0
32400,12,12.0
36000,17,17.0
39600,17,17.0
43200,26,26.0
46800,30,30.0
50400,30,30.0
54000,30,30.0
57600,31,31.0
61200,31,31.0
64800,31,31.0
68400,31,31.0
72000,31,31.0
75600,31,31.0
79200,31,31.0
82800,31,31.0
86400,31,31.0
90000,31,31.0
93600,31,31.0
97200,31,31.0
100800,31,31.0
104400,31,31.0
108000,31,31.0
111600,32,32.0
115200,35,35.0
118800,40,40.0
122400,41,41.0
126000,41,41.0
129600,41,41.0
133200,41,41.0
136800,41,41.0
140400,41,41.0
144000,41,41.0
147600,41,41.0
151200,42,42.0
154800,42,42.0
158400,43,43.0
162000,44,44.0
165600,44,44.0
169200,46,46.0
172800,46,46.0
176400,46,46.0
180000,46,46.0
183600,46,46.0
187200,46,46.0
190800,46,46.0
194400,46,46.0
198000,46,46.0
201600,46,46.0
205200,46,46.0
208800,46,46.0
212400,46,46.0
216000,46,46.0
219600,46,46.0
223200,46,46.0
226800,46,46.0
230400,46,46.0
234000,46,46.0
237600,46,46.0
241200,46,46.0
244800,46,46.0
248400,46,46.0
252000,46,46.0
255600,46,46.0
259200,46,46.0
262800,46,46.0
266400,47,47.0
270000,50,50.0
273600,51,51.0
277200,51,51.0
280800,51,51.0
284400,51,51.0
288000,51,51.0
291600,51,51.0
295200,51,51.0
298800,51,51.0
302400,51,51.0
306000,51,51.0
309600,51,51.0
313200,51,51.0
316800,51,51.0
320400,51,51.0
324000,51,51.0
327600,51,51.0
331200,52,52.0
334800,52,52.0
338400,52,52.0
342000,52,52.0
345600,52,52.0
349200,52,52.0
352800,52,52.0
356400,52,52.0
360000,52,52.0
363600,52,52.0
367200,52,52.0
370800,52,52.0
374400,52,52.0
378000,52,52.0
381600,52,52.0
385200,52,52.0
388800,52,52.0
392400,56,56.00000000000001
396000,56,56.00000000000001
399600,56,56.00000000000001
403200,56,56.00000000000001
406800,56,56.00000000000001
410400,56,56.00000000000001
414000,56,56.00000000000001
417600,56,56.00000000000001
421200,56,56.00000000000001
424800,56,56.00000000000001
428400,56,56.00000000000001
432000,56,56.00000000000001
435600,58,57.99999999999999
439200,58,57.99999999999999
442800,58,57.99999999999999
446400,58,57.99999999999999
450000,58,57.99999999999999
453600,60,60.0
457200,60,60.0
460800,60,60.0
464400,60,60.0
468000,60,60.0
471600,62,62.0
475200,62,62.0
478800,62,62.0
482400,62,62.0
486000,62,62.0
489600,62,62.0
493200,62,62.0
496800,62,62.0
500400,62,62.0
504000,62,62.0
507600,62,62.0
511200,62,62.0
514800,62,62.0
518400,62,62.0
522000,62,62.0
525600,62,62.0
529200,62,62.0
532800,62,62.0
536400,62,62.0
540000,62,62.0
543600,62,62.0
547200,62,62.0
550800,62,62.0
554400,64,64.0
558000,67,67.0
561600,67,67.0
565200,67,67.0
568800,67,67.0
572400,67,67.0
576000,67,67.0
579600,67,67.0
583200,67,67.0
586800,67,67.0
590400,67,67.0
594000,67,67.0
597600,67,67.0
601200,67,67.0
604800,67,67.0
604800,67,67.0
