time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,3,3.0
21600,6,6.0
25200,6,6.0
28800,6,6.0
32400,8,8.0
36000,8,8.0
39600,13,13.0
43200,16,16.0
46800,17,17.0
50400,17,17.0
54000,19,19.0
57600,21,21.0
61200,27,27.0
64800,27,27.0
68400,30,30.0
72000,30,30.0
75600,30,30.0
79200,35,35.0
82800,36,36.0
86400,36,36.0
90000,36,36.0
93600,40,40.0
97200,44,44.0
100800,45,45.0
104400,46,46.0
108000,47,47.0
111600,49,49.0
115200,49,49.0
118800,49,49.0
122400,49,49.0
126000,49,49.0
129600,49,49.0
133200,49,49.0
136800,49,49.0
140400,49,49.0
144000,49,49.0
147600,50,50.0
151200,50,50.0
154800,50,50.0
158400,52,52.0
162000,56,56.00000000000001
165600,57,56.99999999999999
169200,57,56.99999999999999
172800,57,56.99999999999999
176400,57,56.99999999999999
180000,57,56.99999999999999
183600,58,57.99999999999999
187200,58,57.99999999999999
190800,58,57.99999999999999
194400,59,59.0
198000,60,60.0
201600,61,61.0
205200,61,61.0
208800,61,61.0
212400,61,61.0
216000,61,61.0
219600,61,61.0
223200,61,61.0
226800,61,61.0
230400,65,65.0
234000,67,67.0
237600,71,71.0
241200,71,71.0
244800,71,71.0
248400,71,71.0
252000,72,72.0
255600,72,72.0
259200,73,73.0
262800,73,73.0
266400,78,78.0
270000,78,78.0
273600,80,80.0
277200,81,81.0
280800,81,81.0
284400,81,81.0
288000,82,82.0
291600,82,82.0
295200,82,82.0
298800,82,82.0
302400,82,82.0
306000,82,82.0
309600,82,82.0
313200,82,82.0
316800,82,82.0
320400,82,82.0
324000,82,82.0
327600,83,83.0
331200,84,84.0
334800,85,85.0
338400,85,85.0
342000,85,85.0
345600,85,85.0
349200,85,85.0
352800,85,85.0
356400,86,86.0
360000,86,86.0
363600,88,88.0
367200,88,88.0
370800,88,88.0
374400,89,89.0
378000,89,89.0
381600,89,89.0
385200,89,89.0
388800,89,89.0
392400,89,89.0
396000,89,89.0
399600,89,89.0
403200,89,89.0
406800,89,89.0
410400,89,89.0
414000,89,89.0
417600,89,89.0
421200,89,89.0
424800,89,89.0
428400,89,89.0
432000,89,89.0
435600,89,89.0
439200,89,89.0
442800,89,89.0
446400,89,89.0
450000,89,89.0
453600,89,89.0
457200,89,89.0
460800,89,89.0
464400,89,89.0
468000,89,89.0
471600,89,89.0
475200,89,89.0
478800,89,89.0
482400,89,89.0
486000,90,90.0
489600,90,90.0
493200,92,92.0
496800,92,92.0
500400,92,92.0
504000,92,92.0
507600,92,92.0
511200,92,92.0
514800,92,92.0
518400,92,92.0
522000,92,92.0
525600,94,94.0
529200,94,94.0
532800,94,94.0
536400,94,94.0
540000,96,96.0
543600,96,96.0
547200,96,96.0
550800,96,96.0
554400,96,96.0
558000,96,96.0
561600,96,96.0
565200,96,96.0
568800,96,96.0
572400,96,96.0
576000,96,96.0
579600,96,96.0
583200,96,96.0
586800,96,96.0
590400,96,96.0
594000,96,96.0
597600,96,96.0
601200,96,96.0
604800,97,97.0
604800,97,97.0
