time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,2,2.0
10800,14,14.000000000000002
14400,16,16.0
18000,18,18.0
21600,18,18.0
25200,24,24.0
28800,24,24.0
32400,24,24.0
36000,29,28.999999999999996
39600,35,35.0
43200,35,35.0
46800,36,36.0
50400,40,40.0
54000,42,42.0
57600,43,43.0
61200,43,43.0
64800,45,45.0
68400,45,45.0
72000,45,45.0
75600,45,45.0
79200,45,45.0
82800,47,47.0
86400,47,47.0
90000,47,47.0
93600,47,47.0
97200,47,47.0
100800,47,47.0
104400,48,48.0
108000,48,48.0
111600,49,49.0
115200,49,49.0
118800,49,49.0
122400,50,50.0
126000,50,50.0
129600,50,50.0
133200,50,50.0
136800,53,53.0
140400,53,53.0
144000,57,56.99999999999999
147600,59,59.0
151200,59,59.0
154800,59,59.0
158400,59,59.0
162000,59,59.0
165600,59,59.0
169200,59,59.0
172800,59,59.0
176400,59,59.0
180000,59,59.0
183600,59,59.0
187200,59,59.0
190800,61,61.0
194400,62,62.0
198000,62,62.0
201600,63,63.0
205200,63,63.0
208800,64,64.0
212400,64,64.0
216000,64,64.0
219600,64,64.0
223200,64,64.0
226800,64,64.0
230400,65,65.0
234000,65,65.0
237600,65,65.0
241200,66,66.0
244800,67,67.0
248400,68,68.0
252000,68,68.0
255600,68,68.0
259200,68,68.0
262800,68,68.0
266400,68,68.0
270000,68,68.0
273600,68,68.0
277200,68,68.0
280800,68,68.0
284400,68,68.0
288000,68,68.0
291600,68,68.0
295200,68,68.0
298800,70,70.0
302400,70,70.0
306000,70,70.0
309600,70,70.0
313200,70,70.0
316800,70,70.0
320400,70,70.0
324000,76,76.0
327600,76,76.0
331200,76,76.0
334800,76,76.0
338400,76,76.0
342000,78,78.0
345600,78,78.0
349200,78,78.0
352800,78,78.0
356400,78,78.0
360000,78,78.0
363600,78,78.0
367200,78,78.0
370800,78,78.0
374400,79,79.0
378000,79,79.0
381600,80,80.0
385200,80,80.0
388800,80,80.0
392400,81,81.0
396000,83,83.0
399600,85,85.0
403200,85,85.0
406800,85,85.0
410400,85,85.0
414000,85,85.0
417600,85,85.0
421200,85,85.0
424800,85,85.0
428400,85,85.0
432000,85,85.0
435600,85,85.0
439200,85,85.0
442800,86,86.0
446400,86,86.0
450000,86,86.0
453600,86,86.0
457200,86,86.0
460800,86,86.0
464400,86,86.0
468000,86,86.0
471600,86,86.0
475200,87,87.0
478800,87,87.0
482400,87,87.0
486000,87,87.0
489600,87,87.0
493200,87,87.0
496800,87,87.0
500400,87,87.0
504000,87,87.0
507600,87,87.0
511200,87,87.0
514800,87,87.0
518400,87,87.0
522000,87,87.0
525600,87,87.0
529200,87,87.0
532800,87,87.0
536400,88,88.0
540000,90,90.0
543600,90,90.0
547200,90,90.0
550800,90,90.0
554400,90,90.0
558000,90,90.0
561600,90,90.0
565200,90,90.0
568800,91,91.0
572400,92,92.0
576000,92,92.0
579600,92,92.0
583200,92,92.0
586800,92,92.0
590400,93,93.0
594000,93,93.0
597600,93,93.0
601200,93,93.0
604800,93,93.0
604800,93,93.0
