time,numberOfDiscoveredNodes,percentage
3600,2,2.0
7200,2,2.0
10800,3,3.0
14400,5,5.0
18000,5,5.0
21600,8,8.0
25200,8,8.0
28800,8,8.0
32400,10,10.0
36000,10,10.0
39600,11,11.0
43200,13,13.0
46800,14,14.000000000000002
50400,17,17.0
54000,19,19.0
57600,20,20.0
61200,22,22.0
64800,24,24.0
68400,26,26.0
72000,27,27.0
75600,27,27.0
79200,28,28.000000000000004
82800,34,34.0
86400,34,34.0
90000,35,35.0
93600,39,39.0
97200,41,41.0
100800,41,41.0
104400,41,41.0
108000,41,41.0
111600,41,41.0
115200,41,41.0
118800,43,43.0
122400,43,43.0
126000,49,49.0
129600,54,54.0
133200,54,54.0
136800,57,56.99999999999999
140400,57,56.99999999999999
144000,57,56.99999999999999
147600,61,61.0
151200,61,61.0
154800,61,61.0
158400,63,63.0
162000,63,63.0
165600,63,63.0
169200,64,64.0
172800,65,65.0
176400,65,65.0
180000,65,65.0
183600,65,65.0
187200,65,65.0
190800,65,65.0
194400,65,65.0
198000,65,65.0
201600,66,66.0
205200,66,66.0
208800,69,69.0
212400,69,69.0
216000,71,71.0
219600,72,72.0
223200,72,72.0
226800,72,72.0
230400,76,76.0
234000,76,76.0
237600,76,76.0
241200,76,76.0
244800,77,77.0
248400,78,78.0
252000,79,79.0
255600,79,79.0
259200,79,79.0
262800,79,79.0
266400,79,79.0
270000,79,79.0
273600,79,79.0
277200,79,79.0
280800,79,79.0
284400,79,79.0
288000,80,80.0
291600,80,80.0
295200,80,80.0
298800,80,80.0
302400,80,80.0
306000,80,80.0
309600,80,80.0
313200,80,80.0
316800,80,80.0
320400,80,80.0
324000,82,82.0
327600,82,82.0
331200,82,82.0
334800,82,82.0
338400,85,85.0
342000,85,85.0
345600,85,85.0
349200,85,85.0
352800,85,85.0
356400,85,85.0
360000,85,85.0
363600,85,85.0
367200,85,85.0
370800,85,85.0
374400,85,85.0
378000,85,85.0
381600,85,85.0
385200,85,85.0
388800,85,85.0
392400,85,85.0
396000,85,85.0
399600,85,85.0
403200,85,85.0
406800,85,85.0
410400,85,85.0
414000,85,85.0
417600,85,85.0
421200,85,85.0
424800,87,87.0
428400,87,87.0
432000,87,87.0
435600,87,87.0
439200,87,87.0
442800,87,87.0
446400,87,87.0
450000,87,87.0
453600,87,87.0
457200,87,87.0
460800,87,87.0
464400,87,87.0
468000,87,87.0
471600,87,87.0
475200,87,87.0
478800,88,88.0
482400,88,88.0
486000,88,88.0
489600,88,88.0
493200,88,88.0
496800,88,88.0
500400,88,88.0
504000,89,89.0
507600,89,89.0
511200,89,89.0
514800,89,89.0
518400,89,89.0
522000,89,89.0
525600,89,89.0
529200,89,89.0
532800,89,89.0
536400,89,89.0
540000,89,89.0
543600,89,89.0
547200,89,89.0
550800,89,89.0
554400,89,89.0
558000,89,89.0
561600,89,89.0
565200,89,89.0
568800,89,89.0
572400,89,89.0
576000,89,89.0
579600,89,89.0
583200,89,89.0
586800,93,93.0
590400,93,93.0
594000,93,93.0
597600,93,93.0
601200,93,93.0
604800,93,93.0
604800,93,93.0
