time,numberOfDiscoveredNodes,percentage
3600,6,6.0
7200,10,10.0
10800,16,16.0
14400,17,17.0
18000,22,22.0
21600,24,24.0
25200,25,25.0
28800,28,28.000000000000004
32400,36,36.0
36000,36,36.0
39600,39,39.0
43200,41,41.0
46800,41,41.0
50400,45,45.0
54000,45,45.0
57600,45,45.0
61200,45,45.0
64800,47,47.0
68400,47,47.0
72000,48,48.0
75600,51,51.0
79200,53,53.0
82800,53,53.0
86400,54,54.0
90000,56,56.00000000000001
93600,58,57.99999999999999
97200,58,57.99999999999999
100800,58,57.99999999999999
104400,58,57.99999999999999
108000,60,60.0
111600,62,62.0
115200,63,63.0
118800,63,63.0
122400,63,63.0
126000,64,64.0
129600,68,68.0
133200,69,69.0
136800,69,69.0
140400,69,69.0
144000,69,69.0
147600,69,69.0
151200,72,72.0
154800,72,72.0
158400,72,72.0
162000,72,72.0
165600,72,72.0
169200,72,72.0
172800,73,73.0
176400,75,75.0
180000,75,75.0
183600,75,75.0
187200,75,75.0
190800,75,75.0
194400,75,75.0
198000,75,75.0
201600,75,75.0
205200,75,75.0
208800,75,75.0
212400,75,75.0
216000,75,75.0
219600,75,75.0
223200,75,75.0
226800,75,75.0
230400,75,75.0
234000,75,75.0
237600,75,75.0
241200,75,75.0
244800,83,83.0
248400,83,83.0
252000,83,83.0
255600,83,83.0
259200,83,83.0
262800,83,83.0
266400,83,83.0
270000,83,83.0
273600,83,83.0
277200,83,83.0
280800,83,83.0
284400,83,83.0
288000,84,84.0
291600,84,84.0
295200,84,84.0
298800,85,85.0
302400,85,85.0
306000,85,85.0
309600,85,85.0
313200,85,85.0
316800,85,85.0
320400,88,88.0
324000,88,88.0
327600,88,88.0
331200,88,88.0
334800,89,89.0
338400,89,89.0
342000,89,89.0
345600,89,89.0
349200,89,89.0
352800,89,89.0
356400,89,89.0
360000,89,89.0
363600,89,89.0
367200,89,89.0
370800,89,89.0
374400,90,90.0
378000,90,90.0
381600,90,90.0
385200,90,90.0
388800,90,90.0
392400,90,90.0
396000,91,91.0
399600,91,91.0
403200,91,91.0
406800,91,91.0
410400,91,91.0
414000,91,91.0
417600,91,91.0
421200,91,91.0
424800,91,91.0
428400,93,93.0
432000,93,93.0
435600,93,93.0
439200,93,93.0
442800,93,93.0
446400,93,93.0
450000,93,93.0
453600,93,93.0
457200,93,93.0
460800,94,94.0
464400,94,94.0
468000,94,94.0
471600,94,94.0
475200,94,94.0
478800,94,94.0
482400,94,94.0
486000,94,94.0
489600,94,94.0
493200,94,94.0
496800,94,94.0
500400,94,94.0
504000,94,94.0
507600,94,94.0
511200,94,94.0
514800,94,94.0
518400,94,94.0
522000,94,94.0
525600,94,94.0
529200,94,94.0
532800,94,94.0
536400,94,94.0
540000,94,94.0
543600,94,94.0
547200,94,94.0
550800,94,94.0
554400,94,94.0
558000,94,94.0
561600,94,94.0
565200,94,94.0
568800,94,94.0
572400,94,94.0
576000,94,94.0
579600,94,94.0
583200,94,94.0
586800,94,94.0
590400,94,94.0
594000,94,94.0
597600,94,94.0
601200,94,94.0
604800,94,94.0
604800,94,94.0
