time,numberOfDiscoveredNodes,percentage
3600,3,3.0
7200,4,4.0
10800,6,6.0
14400,9,9.0
18000,11,11.0
21600,12,12.0
25200,17,17.0
28800,20,20.0
32400,21,21.0
36000,23,23.0
39600,27,27.0
43200,28,28.000000000000004
46800,31,31.0
50400,31,31.0
54000,31,31.0
57600,33,33.0
61200,34,34.0
64800,36,36.0
68400,40,40.0
72000,40,40.0
75600,42,42.0
79200,43,43.0
82800,45,45.0
86400,48,48.0
90000,48,48.0
93600,48,48.0
97200,53,53.0
100800,53,53.0
104400,54,54.0
108000,56,56.00000000000001
111600,57,56.99999999999999
115200,57,56.99999999999999
118800,61,61.0
122400,63,63.0
126000,64,64.0
129600,65,65.0
133200,66,66.0
136800,67,67.0
140400,68,68.0
144000,68,68.0
147600,68,68.0
151200,68,68.0
154800,69,69.0
158400,69,69.0
162000,70,70.0
165600,70,70.0
169200,72,72.0
172800,72,72.0
176400,73,73.0
180000,73,73.0
183600,73,73.0
187200,74,74.0
190800,74,74.0
194400,75,75.0
198000,75,75.0
201600,75,75.0
205200,77,77.0
208800,78,78.0
212400,78,78.0
216000,78,78.0
219600,78,78.0
223200,78,78.0
226800,79,79.0
230400,79,79.0
234000,79,79.0
237600,79,79.0
241200,81,81.0
244800,81,81.0
248400,81,81.0
252000,81,81.0
255600,81,81.0
259200,81,81.0
262800,81,81.0
266400,81,81.0
270000,81,81.0
273600,81,81.0
277200,81,81.0
280800,81,81.0
284400,82,82.0
288000,83,83.0
291600,83,83.0
295200,83,83.0
298800,83,83.0
302400,83,83.0
306000,84,84.0
309600,84,84.0
313200,85,85.0
316800,85,85.0
320400,86,86.0
324000,86,86.0
327600,86,86.0
331200,86,86.0
334800,87,87.0
338400,87,87.0
342000,87,87.0
345600,87,87.0
349200,87,87.0
352800,87,87.0
356400,87,87.0
360000,87,87.0
363600,87,87.0
367200,87,87.0
370800,87,87.0
374400,87,87.0
378000,87,87.0
381600,87,87.0
385200,87,87.0
388800,88,88.0
392400,88,88.0
396000,88,88.0
399600,88,88.0
403200,88,88.0
406800,88,88.0
410400,88,88.0
414000,88,88.0
417600,88,88.0
421200,88,88.0
424800,88,88.0
428400,88,88.0
432000,88,88.0
435600,88,88.0
439200,89,89.0
442800,89,89.0
446400,90,90.0
450000,90,90.0
453600,90,90.0
457200,90,90.0
460800,90,90.0
464400,90,90.0
468000,90,90.0
471600,90,90.0
475200,90,90.0
478800,90,90.0
482400,90,90.0
486000,90,90.0
489600,90,90.0
493200,91,91.0
496800,91,91.0
500400,91,91.0
504000,91,91.0
507600,91,91.0
511200,91,91.0
514800,92,92.0
518400,92,92.0
522000,92,92.0
525600,92,92.0
529200,92,92.0
532800,92,92.0
536400,92,92.0
540000,92,92.0
543600,92,92.0
547200,92,92.0
550800,93,93.0
554400,93,93.0
558000,93,93.0
561600,93,93.0
565200,93,93.0
568800,93,93.0
572400,93,93.0
576000,93,93.0
579600,94,94.0
583200,94,94.0
586800,95,95.0
590400,95,95.0
594000,95,95.0
597600,95,95.0
601200,95,95.0
604800,95,95.0
604800,95,95.0
