time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,0,0.0
25200,0,0.0
28800,0,0.0
32400,0,0.0
36000,0,0.0
39600,4,4.0
43200,5,5.0
46800,8,8.0
50400,11,11.0
54000,11,11.0
57600,11,11.0
61200,14,14.000000000000002
64800,14,14.000000000000002
68400,26,26.0
72000,30,30.0
75600,31,31.0
79200,31,31.0
82800,31,31.0
86400,31,31.0
90000,31,31.0
93600,31,31.0
97200,31,31.0
100800,31,31.0
104400,31,31.0
108000,31,31.0
111600,31,31.0
115200,31,31.0
118800,31,31.0
122400,31,31.0
126000,31,31.0
129600,31,31.0
133200,31,31.0
136800,31,31.0
140400,31,31.0
144000,31,31.0
147600,31,31.0
151200,31,31.0
154800,31,31.0
158400,31,31.0
162000,31,31.0
165600,31,31.0
169200,31,31.0
172800,31,31.0
176400,31,31.0
180000,31,31.0
183600,31,31.0
187200,31,31.0
190800,31,31.0
194400,31,31.0
198000,31,31.0
201600,31,31.0
205200,31,31.0
208800,31,31.0
212400,31,31.0
216000,31,31.0
219600,31,31.0
223200,31,31.0
226800,31,31.0
230400,31,31.0
234000,36,36.0
237600,36,36.0
241200,36,36.0
244800,36,36.0
248400,36,36.0
252000,36,36.0
255600,38,38.0
259200,38,38.0
262800,38,38.0
266400,38,38.0
270000,38,38.0
273600,38,38.0
277200,38,38.0
280800,38,38.0
284400,38,38.0
288000,38,38.0
291600,38,38.0
295200,38,38.0
298800,38,38.0
302400,38,38.0
306000,38,38.0
309600,39,39.0
313200,39,39.0
316800,39,39.0
320400,39,39.0
324000,39,39.0
327600,39,39.0
331200,39,39.0
334800,39,39.0
338400,39,39.0
342000,39,39.0
345600,39,39.0
349200,39,39.0
352800,40,40.0
356400,40,40.0
360000,44,44.0
363600,44,44.0
367200,44,44.0
370800,44,44.0
374400,46,46.0
378000,46,46.0
381600,46,46.0
385200,49,49.0
388800,55,55.00000000000001
392400,59,59.0
396000,60,60.0
399600,63,63.0
403200,64,64.0
406800,64,64.0
410400,64,64.0
414000,64,64.0
417600,65,65.0
421200,65,65.0
424800,75,75.0
428400,75,75.0
432000,76,76.0
435600,76,76.0
439200,76,76.0
442800,76,76.0
446400,76,76.0
450000,79,79.0
453600,82,82.0
457200,83,83.0
460800,83,83.0
464400,83,83.0
468000,83,83.0
471600,84,84.0
475200,84,84.0
478800,84,84.0
482400,84,84.0
486000,85,85.0
489600,85,85.0
493200,85,85.0
496800,85,85.0
500400,85,85.0
504000,85,85.0
507600,85,85.0
511200,85,85.0
514800,85,85.0
518400,85,85.0
522000,85,85.0
525600,85,85.0
529200,85,85.0
532800,85,85.0
536400,85,85.0
540000,85,85.0
543600,85,85.0
547200,85,85.0
550800,85,85.0
554400,85,85.0
558000,85,85.0
561600,85,85.0
565200,85,85.0
568800,85,85.0
572400,85,85.0
576000,87,87.0
579600,87,87.0
583200,87,87.0
586800,87,87.0
590400,87,87.0
594000,87,87.0
597600,87,87.0
601200,87,87.0
604800,87,87.0
604800,87,87.0
