time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,7,7.000000000000001
10800,7,7.000000000000001
14400,7,7.000000000000001
18000,7,7.000000000000001
21600,19,19.0
25200,21,21.0
28800,21,21.0
32400,25,25.0
36000,32,32.0
39600,33,33.0
43200,34,34.0
46800,37,37.0
50400,37,37.0
54000,37,37.0
57600,37,37.0
61200,38,38.0
64800,41,41.0
68400,41,41.0
72000,41,41.0
75600,43,43.0
79200,48,48.0
82800,48,48.0
86400,54,54.0
90000,56,56.00000000000001
93600,57,56.99999999999999
97200,59,59.0
100800,60,60.0
104400,60,60.0
108000,61,61.0
111600,63,63.0
115200,64,64.0
118800,64,64.0
122400,65,65.0
126000,65,65.0
129600,65,65.0
133200,66,66.0
136800,66,66.0
140400,66,66.0
144000,69,69.0
147600,70,70.0
151200,70,70.0
154800,71,71.0
158400,72,72.0
162000,72,72.0
165600,72,72.0
169200,72,72.0
172800,72,72.0
176400,73,73.0
180000,74,74.0
183600,74,74.0
187200,75,75.0
190800,75,75.0
194400,75,75.0
198000,75,75.0
201600,75,75.0
205200,75,75.0
208800,75,75.0
212400,75,75.0
216000,75,75.0
219600,75,75.0
223200,75,75.0
226800,77,77.0
230400,77,77.0
234000,77,77.0
237600,77,77.0
241200,77,77.0
244800,77,77.0
248400,79,79.0
252000,79,79.0
255600,79,79.0
259200,79,79.0
262800,79,79.0
266400,79,79.0
270000,79,79.0
273600,79,79.0
277200,79,79.0
280800,79,79.0
284400,79,79.0
288000,79,79.0
291600,79,79.0
295200,79,79.0
298800,79,79.0
302400,81,81.0
306000,81,81.0
309600,81,81.0
313200,81,81.0
316800,81,81.0
320400,81,81.0
324000,81,81.0
327600,81,81.0
331200,81,81.0
334800,81,81.0
338400,82,82.0
342000,82,82.0
345600,82,82.0
349200,82,82.0
352800,82,82.0
356400,82,82.0
360000,82,82.0
363600,82,82.0
367200,82,82.0
370800,82,82.0
374400,82,82.0
378000,82,82.0
381600,83,83.0
385200,83,83.0
388800,83,83.0
392400,83,83.0
396000,83,83.0
399600,83,83.0
403200,83,83.0
406800,83,83.0
410400,83,83.0
414000,83,83.0
417600,83,83.0
421200,83,83.0
424800,84,84.0
428400,84,84.0
432000,84,84.0
435600,84,84.0
439200,84,84.0
442800,84,84.0
446400,84,84.0
450000,84,84.0
453600,84,84.0
457200,84,84.0
460800,84,84.0
464400,84,84.0
468000,84,84.0
471600,84,84.0
475200,84,84.0
478800,84,84.0
482400,84,84.0
486000,84,84.0
489600,84,84.0
493200,84,84.0
496800,84,84.0
500400,84,84.0
504000,84,84.0
507600,84,84.0
511200,84,84.0
514800,84,84.0
518400,84,84.0
522000,84,84.0
525600,84,84.0
529200,84,84.0
532800,84,84.0
536400,84,84.0
540000,84,84.0
543600,84,84.0
547200,84,84.0
550800,84,84.0
554400,84,84.0
558000,84,84.0
561600,84,84.0
565200,84,84.0
568800,84,84.0
572400,86,86.0
576000,86,86.0
579600,86,86.0
583200,86,86.0
586800,86,86.0
590400,86,86.0
594000,86,86.0
597600,86,86.0
601200,86,86.0
604800,86,86.0
604800,86,86.0
