time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,1,1.0
25200,1,1.0
28800,1,1.0
32400,2,2.0
36000,2,2.0
39600,2,2.0
43200,2,2.0
46800,4,4.0
50400,5,5.0
54000,5,5.0
57600,5,5.0
61200,6,6.0
64800,6,6.0
68400,8,8.0
72000,9,9.0
75600,11,11.0
79200,11,11.0
82800,11,11.0
86400,12,12.0
90000,12,12.0
93600,12,12.0
97200,12,12.0
100800,12,12.0
104400,12,12.0
108000,12,12.0
111600,12,12.0
115200,12,12.0
118800,12,12.0
122400,12,12.0
126000,13,13.0
129600,14,14.000000000000002
133200,14,14.000000000000002
136800,14,14.000000000000002
140400,14,14.000000000000002
144000,15,15.0
147600,15,15.0
151200,15,15.0
154800,15,15.0
158400,15,15.0
162000,15,15.0
165600,15,15.0
169200,15,15.0
172800,15,15.0
176400,15,15.0
180000,15,15.0
183600,15,15.0
187200,15,15.0
190800,15,15.0
194400,19,19.0
198000,19,19.0
201600,19,19.0
205200,19,19.0
208800,19,19.0
212400,19,19.0
216000,21,21.0
219600,22,22.0
223200,23,23.0
226800,23,23.0
230400,24,24.0
234000,24,24.0
237600,24,24.0
241200,25,25.0
244800,25,25.0
248400,25,25.0
252000,26,26.0
255600,26,26.0
259200,27,27.0
262800,27,27.0
266400,27,27.0
270000,27,27.0
273600,27,27.0
277200,27,27.0
280800,27,27.0
284400,27,27.0
288000,27,27.0
291600,27,27.0
295200,27,27.0
298800,27,27.0
302400,27,27.0
306000,27,27.0
309600,28,28.000000000000004
313200,28,28.000000000000004
316800,29,28.999999999999996
320400,31,31.0
324000,32,32.0
327600,32,32.0
331200,32,32.0
334800,33,33.0
338400,33,33.0
342000,33,33.0
345600,34,34.0
349200,34,34.0
352800,34,34.0
356400,34,34.0
360000,34,34.0
363600,34,34.0
367200,34,34.0
370800,34,34.0
374400,34,34.0
378000,34,34.0
381600,34,34.0
385200,34,34.0
388800,34,34.0
392400,34,34.0
396000,34,34.0
399600,34,34.0
403200,34,34.0
406800,34,34.0
410400,35,35.0
414000,35,35.0
417600,35,35.0
421200,35,35.0
424800,35,35.0
428400,35,35.0
432000,35,35.0
435600,35,35.0
439200,35,35.0
442800,35,35.0
446400,35,35.0
450000,35,35.0
453600,35,35.0
457200,35,35.0
460800,36,36.0
464400,36,36.0
468000,36,36.0
471600,36,36.0
475200,36,36.0
478800,36,36.0
482400,36,36.0
486000,36,36.0
489600,36,36.0
493200,36,36.0
496800,36,36.0
500400,36,36.0
504000,36,36.0
507600,36,36.0
511200,36,36.0
514800,36,36.0
518400,36,36.0
522000,36,36.0
525600,36,36.0
529200,36,36.0
532800,36,36.0
536400,36,36.0
540000,36,36.0
543600,36,36.0
547200,36,36.0
550800,36,36.0
554400,36,36.0
558000,36,36.0
561600,36,36.0
565200,36,36.0
568800,36,36.0
572400,36,36.0
576000,36,36.0
579600,36,36.0
583200,36,36.0
586800,36,36.0
590400,36,36.0
594000,37,37.0
597600,37,37.0
601200,37,37.0
604800,37,37.0
604800,37,37.0
