time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,0,0.0
14400,0,0.0
18000,0,0.0
21600,5,5.0
25200,5,5.0
28800,5,5.0
32400,5,5.0
36000,6,6.0
39600,6,6.0
43200,6,6.0
46800,7,7.000000000000001
50400,11,11.0
54000,13,13.0
57600,13,13.0
61200,13,13.0
64800,13,13.0
68400,13,13.0
72000,13,13.0
75600,13,13.0
79200,13,13.0
82800,13,13.0
86400,13,13.0
90000,13,13.0
93600,13,13.0
97200,14,14.000000000000002
100800,14,14.000000000000002
104400,16,16.0
108000,16,16.0
111600,16,16.0
115200,16,16.0
118800,17,17.0
122400,17,17.0
126000,20,20.0
129600,20,20.0
133200,20,20.0
136800,20,20.0
140400,20,20.0
144000,21,21.0
147600,21,21.0
151200,22,22.0
154800,22,22.0
158400,22,22.0
162000,22,22.0
165600,22,22.0
169200,22,22.0
172800,22,22.0
176400,22,22.0
180000,22,22.0
183600,22,22.0
187200,22,22.0
190800,22,22.0
194400,22,22.0
198000,22,22.0
201600,22,22.0
205200,22,22.0
208800,22,22.0
212400,22,22.0
216000,22,22.0
219600,22,22.0
223200,23,23.0
226800,24,24.0
230400,28,28.000000000000004
234000,28,28.000000000000004
237600,28,28.000000000000004
241200,28,28.000000000000004
244800,28,28.000000000000004
248400,28,28.000000000000004
252000,28,28.000000000000004
255600,28,28.000000000000004
259200,28,28.000000000000004
262800,28,28.000000000000004
266400,28,28.000000000000004
270000,28,28.000000000000004
273600,28,28.000000000000004
277200,28,28.000000000000004
280800,28,28.000000000000004
284400,28,28.000000000000004
288000,28,28.000000000000004
291600,28,28.000000000000004
295200,28,28.000000000000004
298800,28,28.000000000000004
302400,28,28.000000000000004
306000,28,28.000000000000004
309600,28,28.000000000000004
313200,28,28.000000000000004
316800,28,28.000000000000004
320400,28,28.000000000000004
324000,28,28.000000000000004
327600,28,28.000000000000004
331200,28,28.000000000000004
334800,28,28.000000000000004
338400,28,28.000000000000004
342000,28,28.000000000000004
345600,28,28.000000000000004
349200,28,28.000000000000004
352800,29,28.999999999999996
356400,29,28.999999999999996
360000,29,28.999999999999996
363600,29,28.999999999999996
367200,29,28.999999999999996
370800,29,28.999999999999996
374400,29,28.999999999999996
378000,29,28.999999999999996
381600,29,28.999999999999996
385200,29,28.999999999999996
388800,29,28.999999999999996
392400,29,28.999999999999996
396000,30,30.0
399600,33,33.0
403200,35,35.0
406800,35,35.0
410400,35,35.0
414000,35,35.0
417600,35,35.0
421200,35,35.0
424800,35,35.0
428400,35,35.0
432000,35,35.0
435600,35,35.0
439200,35,35.0
442800,35,35.0
446400,35,35.0
450000,35,35.0
453600,36,36.0
457200,36,36.0
460800,36,36.0
464400,36,36.0
468000,36,36.0
471600,36,36.0
475200,36,36.0
478800,36,36.0
482400,36,36.0
486000,36,36.0
489600,36,36.0
493200,36,36.0
496800,36,36.0
500400,36,36.0
504000,36,36.0
507600,36,36.0
511200,36,36.0
514800,36,36.0
518400,36,36.0
522000,36,36.0
525600,36,36.0
529200,36,36.0
532800,36,36.0
536400,36,36.0
540000,36,36.0
543600,36,36.0
547200,36,36.0
550800,36,36.0
554400,36,36.0
558000,36,36.0
561600,36,36.0
565200,36,36.0
568800,38,38.0
572400,38,38.0
576000,38,38.0
579600,38,38.0
583200,38,38.0
586800,38,38.0
590400,38,38.0
594000,38,38.0
597600,38,38.0
601200,38,38.0
604800,38,38.0
604800,38,38.0
