time,numberOfDiscoveredNodes,percentage
3600,2,2.0
7200,3,3.0
10800,3,3.0
14400,6,6.0
18000,8,8.0
21600,10,10.0
25200,15,15.0
28800,23,23.0
32400,23,23.0
36000,24,24.0
39600,31,31.0
43200,33,33.0
46800,43,43.0
50400,43,43.0
54000,44,44.0
57600,44,44.0
61200,47,47.0
64800,50,50.0
68400,53,53.0
72000,53,53.0
75600,53,53.0
79200,53,53.0
82800,53,53.0
86400,53,53.0
90000,53,53.0
93600,55,55.00000000000001
97200,56,56.00000000000001
100800,56,56.00000000000001
104400,57,56.99999999999999
108000,60,60.0
111600,62,62.0
115200,63,63.0
118800,65,65.0
122400,70,70.0
126000,72,72.0
129600,72,72.0
133200,72,72.0
136800,74,74.0
140400,74,74.0
144000,74,74.0
147600,74,74.0
151200,74,74.0
154800,76,76.0
158400,76,76.0
162000,77,77.0
165600,77,77.0
169200,78,78.0
172800,78,78.0
176400,78,78.0
180000,78,78.0
183600,78,78.0
187200,78,78.0
190800,78,78.0
194400,78,78.0
198000,78,78.0
201600,78,78.0
205200,78,78.0
208800,78,78.0
212400,78,78.0
216000,78,78.0
219600,78,78.0
223200,79,79.0
226800,80,80.0
230400,80,80.0
234000,81,81.0
237600,81,81.0
241200,81,81.0
244800,81,81.0
248400,82,82.0
252000,82,82.0
255600,82,82.0
259200,82,82.0
262800,82,82.0
266400,82,82.0
270000,82,82.0
273600,82,82.0
277200,82,82.0
280800,82,82.0
284400,82,82.0
288000,82,82.0
291600,82,82.0
295200,83,83.0
298800,83,83.0
302400,84,84.0
306000,84,84.0
309600,84,84.0
313200,84,84.0
316800,84,84.0
320400,84,84.0
324000,84,84.0
327600,84,84.0
331200,84,84.0
334800,84,84.0
338400,84,84.0
342000,84,84.0
345600,84,84.0
349200,84,84.0
352800,84,84.0
356400,86,86.0
360000,86,86.0
363600,87,87.0
367200,87,87.0
370800,87,87.0
374400,91,91.0
378000,91,91.0
381600,91,91.0
385200,91,91.0
388800,91,91.0
392400,91,91.0
396000,91,91.0
399600,91,91.0
403200,91,91.0
406800,91,91.0
410400,91,91.0
414000,91,91.0
417600,92,92.0
421200,92,92.0
424800,93,93.0
428400,93,93.0
432000,93,93.0
435600,93,93.0
439200,93,93.0
442800,93,93.0
446400,93,93.0
450000,93,93.0
453600,93,93.0
457200,93,93.0
460800,93,93.0
464400,93,93.0
468000,93,93.0
471600,93,93.0
475200,94,94.0
478800,94,94.0
482400,94,94.0
486000,94,94.0
489600,94,94.0
493200,94,94.0
496800,94,94.0
500400,94,94.0
504000,94,94.0
507600,94,94.0
511200,94,94.0
514800,94,94.0
518400,94,94.0
522000,94,94.0
525600,94,94.0
529200,94,94.0
532800,94,94.0
536400,94,94.0
540000,95,95.0
543600,95,95.0
547200,95,95.0
550800,95,95.0
554400,95,95.0
558000,95,95.0
561600,95,95.0
565200,95,95.0
568800,95,95.0
572400,95,95.0
576000,95,95.0
579600,95,95.0
583200,95,95.0
586800,95,95.0
590400,95,95.0
594000,95,95.0
597600,95,95.0
601200,95,95.0
604800,95,95.0
604800,95,95.0
