time,numberOfDiscoveredNodes,percentage
3600,5,5.0
7200,6,6.0
10800,9,9.0
14400,9,9.0
18000,19,19.0
21600,22,22.0
25200,26,26.0
28800,28,28.000000000000004
32400,28,28.000000000000004
36000,29,28.999999999999996
39600,32,32.0
43200,32,32.0
46800,40,40.0
50400,41,41.0
54000,41,41.0
57600,41,41.0
61200,43,43.0
64800,45,45.0
68400,45,45.0
72000,45,45.0
75600,46,46.0
79200,46,46.0
82800,48,48.0
86400,51,51.0
90000,55,55.00000000000001
93600,55,55.00000000000001
97200,59,59.0
100800,59,59.0
104400,59,59.0
108000,66,66.0
111600,66,66.0
115200,66,66.0
118800,66,66.0
122400,66,66.0
126000,66,66.0
129600,66,66.0
133200,66,66.0
136800,66,66.0
140400,69,69.0
144000,70,70.0
147600,70,70.0
151200,70,70.0
154800,70,70.0
158400,70,70.0
162000,70,70.0
165600,70,70.0
169200,70,70.0
172800,71,71.0
176400,71,71.0
180000,71,71.0
183600,71,71.0
187200,71,71.0
190800,71,71.0
194400,71,71.0
198000,71,71.0
201600,71,71.0
205200,71,71.0
208800,71,71.0
212400,71,71.0
216000,74,74.0
219600,74,74.0
223200,74,74.0
226800,75,75.0
230400,75,75.0
234000,75,75.0
237600,76,76.0
241200,76,76.0
244800,76,76.0
248400,78,78.0
252000,78,78.0
255600,78,78.0
259200,78,78.0
262800,80,80.0
266400,80,80.0
270000,80,80.0
273600,80,80.0
277200,80,80.0
280800,82,82.0
284400,83,83.0
288000,83,83.0
291600,84,84.0
295200,84,84.0
298800,84,84.0
302400,84,84.0
306000,84,84.0
309600,84,84.0
313200,84,84.0
316800,84,84.0
320400,84,84.0
324000,85,85.0
327600,86,86.0
331200,86,86.0
334800,86,86.0
338400,86,86.0
342000,86,86.0
345600,87,87.0
349200,87,87.0
352800,88,88.0
356400,88,88.0
360000,88,88.0
363600,88,88.0
367200,89,89.0
370800,89,89.0
374400,89,89.0
378000,89,89.0
381600,89,89.0
385200,89,89.0
388800,89,89.0
392400,89,89.0
396000,89,89.0
399600,89,89.0
403200,89,89.0
406800,89,89.0
410400,89,89.0
414000,89,89.0
417600,89,89.0
421200,89,89.0
424800,89,89.0
428400,89,89.0
432000,89,89.0
435600,89,89.0
439200,89,89.0
442800,89,89.0
446400,89,89.0
450000,89,89.0
453600,89,89.0
457200,89,89.0
460800,89,89.0
464400,89,89.0
468000,89,89.0
471600,89,89.0
475200,89,89.0
478800,89,89.0
482400,89,89.0
486000,89,89.0
489600,89,89.0
493200,89,89.0
496800,89,89.0
500400,89,89.0
504000,89,89.0
507600,89,89.0
511200,89,89.0
514800,89,89.0
518400,89,89.0
522000,89,89.0
525600,89,89.0
529200,89,89.0
532800,92,92.0
536400,92,92.0
540000,92,92.0
543600,92,92.0
547200,93,93.0
550800,93,93.0
554400,93,93.0
558000,93,93.0
561600,93,93.0
565200,93,93.0
568800,93,93.0
572400,93,93.0
576000,93,93.0
579600,93,93.0
583200,93,93.0
586800,93,93.0
590400,93,93.0
594000,93,93.0
597600,93,93.0
601200,93,93.0
604800,93,93.0
604800,93,93.0
