time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,0,0.0
10800,2,2.0
14400,3,3.0
18000,9,9.0
21600,12,12.0
25200,14,14.000000000000002
28800,17,17.0
32400,20,20.0
36000,24,24.0
39600,24,24.0
43200,28,28.000000000000004
46800,28,28.000000000000004
50400,28,28.000000000000004
54000,28,28.000000000000004
57600,29,28.999999999999996
61200,29,28.999999999999996
64800,38,38.0
68400,38,38.0
72000,38,38.0
75600,38,38.0
79200,38,38.0
82800,40,40.0
86400,40,40.0
90000,40,40.0
93600,43,43.0
97200,43,43.0
100800,43,43.0
104400,43,43.0
108000,43,43.0
111600,43,43.0
115200,43,43.0
118800,43,43.0
122400,44,44.0
126000,44,44.0
129600,44,44.0
133200,45,45.0
136800,45,45.0
140400,46,46.0
144000,49,49.0
147600,50,50.0
151200,51,51.0
154800,59,59.0
158400,61,61.0
162000,61,61.0
165600,61,61.0
169200,62,62.0
172800,63,63.0
176400,63,63.0
180000,63,63.0
183600,64,64.0
187200,65,65.0
190800,65,65.0
194400,73,73.0
198000,74,74.0
201600,74,74.0
205200,76,76.0
208800,77,77.0
212400,77,77.0
216000,78,78.0
219600,79,79.0
223200,79,79.0
226800,79,79.0
230400,79,79.0
234000,80,80.0
237600,81,81.0
241200,81,81.0
244800,81,81.0
248400,83,83.0
252000,83,83.0
255600,84,84.0
259200,84,84.0
262800,84,84.0
266400,84,84.0
270000,84,84.0
273600,84,84.0
277200,84,84.0
280800,85,85.0
284400,85,85.0
288000,85,85.0
291600,85,85.0
295200,85,85.0
298800,85,85.0
302400,85,85.0
306000,85,85.0
309600,85,85.0
313200,88,88.0
316800,88,88.0
320400,88,88.0
324000,88,88.0
327600,88,88.0
331200,88,88.0
334800,88,88.0
338400,88,88.0
342000,88,88.0
345600,88,88.0
349200,88,88.0
352800,88,88.0
356400,88,88.0
360000,88,88.0
363600,88,88.0
367200,88,88.0
370800,88,88.0
374400,89,89.0
378000,89,89.0
381600,89,89.0
385200,90,90.0
388800,91,91.0
392400,91,91.0
396000,91,91.0
399600,91,91.0
403200,91,91.0
406800,93,93.0
410400,93,93.0
414000,93,93.0
417600,93,93.0
421200,93,93.0
424800,93,93.0
428400,93,93.0
432000,93,93.0
435600,93,93.0
439200,93,93.0
442800,93,93.0
446400,93,93.0
450000,93,93.0
453600,93,93.0
457200,93,93.0
460800,93,93.0
464400,93,93.0
468000,93,93.0
471600,93,93.0
475200,94,94.0
478800,94,94.0
482400,94,94.0
486000,94,94.0
489600,94,94.0
493200,94,94.0
496800,94,94.0
500400,94,94.0
504000,94,94.0
507600,94,94.0
511200,94,94.0
514800,94,94.0
518400,94,94.0
522000,94,94.0
525600,94,94.0
529200,94,94.0
532800,94,94.0
536400,94,94.0
540000,94,94.0
543600,94,94.0
547200,94,94.0
550800,94,94.0
554400,94,94.0
558000,94,94.0
561600,94,94.0
565200,94,94.0
568800,94,94.0
572400,94,94.0
576000,94,94.0
579600,94,94.0
583200,94,94.0
586800,94,94.0
590400,94,94.0
594000,94,94.0
597600,95,95.0
601200,95,95.0
604800,95,95.0
604800,95,95.0
