time,numberOfDiscoveredNodes,percentage
3600,8,8.0
7200,8,8.0
10800,12,12.0
14400,12,12.0
18000,21,21.0
21600,24,24.0
25200,26,26.0
28800,26,26.0
32400,26,26.0
36000,27,27.0
39600,27,27.0
43200,27,27.0
46800,35,35.0
50400,35,35.0
54000,39,39.0
57600,39,39.0
61200,41,41.0
64800,41,41.0
68400,41,41.0
72000,42,42.0
75600,43,43.0
79200,43,43.0
82800,45,45.0
86400,45,45.0
90000,46,46.0
93600,46,46.0
97200,46,46.0
100800,46,46.0
104400,48,48.0
108000,52,52.0
111600,52,52.0
115200,53,53.0
118800,53,53.0
122400,54,54.0
126000,59,59.0
129600,59,59.0
133200,59,59.0
136800,60,60.0
140400,62,62.0
144000,63,63.0
147600,69,69.0
151200,69,69.0
154800,69,69.0
158400,69,69.0
162000,70,70.0
165600,71,71.0
169200,72,72.0
172800,72,72.0
176400,72,72.0
180000,73,73.0
183600,73,73.0
187200,74,74.0
190800,74,74.0
194400,74,74.0
198000,74,74.0
201600,76,76.0
205200,76,76.0
208800,76,76.0
212400,76,76.0
216000,76,76.0
219600,76,76.0
223200,78,78.0
226800,82,82.0
230400,83,83.0
234000,84,84.0
237600,84,84.0
241200,84,84.0
244800,87,87.0
248400,87,87.0
252000,87,87.0
255600,87,87.0
259200,87,87.0
262800,87,87.0
266400,87,87.0
270000,87,87.0
273600,87,87.0
277200,87,87.0
280800,87,87.0
284400,87,87.0
288000,87,87.0
291600,87,87.0
295200,87,87.0
298800,87,87.0
302400,89,89.0
306000,89,89.0
309600,89,89.0
313200,89,89.0
316800,89,89.0
320400,89,89.0
324000,89,89.0
327600,89,89.0
331200,90,90.0
334800,90,90.0
338400,90,90.0
342000,91,91.0
345600,91,91.0
349200,91,91.0
352800,91,91.0
356400,91,91.0
360000,91,91.0
363600,91,91.0
367200,91,91.0
370800,92,92.0
374400,92,92.0
378000,92,92.0
381600,92,92.0
385200,92,92.0
388800,93,93.0
392400,93,93.0
396000,93,93.0
399600,93,93.0
403200,93,93.0
406800,93,93.0
410400,93,93.0
414000,93,93.0
417600,93,93.0
421200,94,94.0
424800,94,94.0
428400,94,94.0
432000,94,94.0
435600,94,94.0
439200,94,94.0
442800,94,94.0
446400,94,94.0
450000,94,94.0
453600,94,94.0
457200,94,94.0
460800,94,94.0
464400,94,94.0
468000,94,94.0
471600,94,94.0
475200,94,94.0
478800,94,94.0
482400,94,94.0
486000,94,94.0
489600,94,94.0
493200,94,94.0
496800,95,95.0
500400,96,96.0
504000,96,96.0
507600,96,96.0
511200,96,96.0
514800,96,96.0
518400,96,96.0
522000,96,96.0
525600,96,96.0
529200,96,96.0
532800,96,96.0
536400,96,96.0
540000,96,96.0
543600,96,96.0
547200,96,96.0
550800,96,96.0
554400,96,96.0
558000,96,96.0
561600,96,96.0
565200,96,96.0
568800,96,96.0
572400,96,96.0
576000,96,96.0
579600,96,96.0
583200,96,96.0
586800,96,96.0
590400,96,96.0
594000,96,96.0
597600,96,96.0
601200,96,96.0
604800,96,96.0
604800,96,96.0
