time,numberOfDiscoveredNodes,percentage
3600,1,1.0
7200,1,1.0
10800,1,1.0
14400,1,1.0
18000,1,1.0
21600,1,1.0
25200,1,1.0
28800,3,3.0
32400,3,3.0
36000,3,3.0
39600,3,3.0
43200,3,3.0
46800,3,3.0
50400,3,3.0
54000,3,3.0
57600,3,3.0
61200,3,3.0
64800,3,3.0
68400,5,5.0
72000,7,7.000000000000001
75600,7,7.000000000000001
79200,10,10.0
82800,10,10.0
86400,12,12.0
90000,12,12.0
93600,12,12.0
97200,12,12.0
100800,12,12.0
104400,12,12.0
108000,12,12.0
111600,12,12.0
115200,12,12.0
118800,12,12.0
122400,12,12.0
126000,12,12.0
129600,12,12.0
133200,12,12.0
136800,12,12.0
140400,13,13.0
144000,13,13.0
147600,13,13.0
151200,13,13.0
154800,13,13.0
158400,13,13.0
162000,13,13.0
165600,15,15.0
169200,15,15.0
172800,15,15.0
176400,15,15.0
180000,15,15.0
183600,15,15.0
187200,15,15.0
190800,15,15.0
194400,15,15.0
198000,15,15.0
201600,15,15.0
205200,15,15.0
208800,19,19.0
212400,19,19.0
216000,20,20.0
219600,21,21.0
223200,21,21.0
226800,21,21.0
230400,21,21.0
234000,22,22.0
237600,22,22.0
241200,25,25.0
244800,34,34.0
248400,34,34.0
252000,34,34.0
255600,34,34.0
259200,34,34.0
262800,34,34.0
266400,36,36.0
270000,36,36.0
273600,36,36.0
277200,36,36.0
280800,36,36.0
284400,43,43.0
288000,43,43.0
291600,44,44.0
295200,44,44.0
298800,44,44.0
302400,44,44.0
306000,44,44.0
309600,44,44.0
313200,44,44.0
316800,44,44.0
320400,44,44.0
324000,44,44.0
327600,44,44.0
331200,44,44.0
334800,44,44.0
338400,44,44.0
342000,44,44.0
345600,45,45.0
349200,45,45.0
352800,45,45.0
356400,45,45.0
360000,45,45.0
363600,46,46.0
367200,46,46.0
370800,48,48.0
374400,48,48.0
378000,50,50.0
381600,51,51.0
385200,51,51.0
388800,51,51.0
392400,51,51.0
396000,51,51.0
399600,51,51.0
403200,51,51.0
406800,51,51.0
410400,54,54.0
414000,54,54.0
417600,54,54.0
421200,54,54.0
424800,54,54.0
428400,54,54.0
432000,54,54.0
435600,54,54.0
439200,54,54.0
442800,54,54.0
446400,54,54.0
450000,54,54.0
453600,54,54.0
457200,54,54.0
460800,54,54.0
464400,54,54.0
468000,54,54.0
471600,54,54.0
475200,54,54.0
478800,54,54.0
482400,62,62.0
486000,62,62.0
489600,62,62.0
493200,62,62.0
496800,62,62.0
500400,62,62.0
504000,62,62.0
507600,62,62.0
511200,63,63.0
514800,63,63.0
518400,63,63.0
522000,63,63.0
525600,63,63.0
529200,63,63.0
532800,63,63.0
536400,64,64.0
540000,66,66.0
543600,66,66.0
547200,67,67.0
550800,67,67.0
554400,67,67.0
558000,67,67.0
561600,67,67.0
565200,67,67.0
568800,67,67.0
572400,67,67.0
576000,67,67.0
579600,67,67.0
583200,67,67.0
586800,67,67.0
590400,77,77.0
594000,77,77.0
597600,81,81.0
601200,81,81.0
604800,82,82.0
604800,82,82.0
