time,numberOfDiscoveredNodes,percentage
3600,0,0.0
7200,1,1.0
10800,1,1.0
14400,9,9.0
18000,11,11.0
21600,12,12.0
25200,15,15.0
28800,17,17.0
32400,17,17.0
36000,20,20.0
39600,21,21.0
43200,21,21.0
46800,22,22.0
50400,25,25.0
54000,26,26.0
57600,27,27.0
61200,27,27.0
64800,28,28.000000000000004
68400,30,30.0
72000,31,31.0
75600,34,34.0
79200,34,34.0
82800,36,36.0
86400,36,36.0
90000,37,37.0
93600,37,37.0
97200,37,37.0
100800,38,38.0
104400,43,43.0
108000,53,53.0
111600,53,53.0
115200,57,56.99999999999999
118800,57,56.99999999999999
122400,58,57.99999999999999
126000,61,61.0
129600,63,63.0
133200,63,63.0
136800,65,65.0
140400,65,65.0
144000,65,65.0
147600,65,65.0
151200,67,67.0
154800,67,67.0
158400,70,70.0
162000,72,72.0
165600,72,72.0
169200,73,73.0
172800,75,75.0
176400,75,75.0
180000,75,75.0
183600,75,75.0
187200,77,77.0
190800,79,79.0
194400,79,79.0
198000,80,80.0
201600,80,80.0
205200,80,80.0
208800,81,81.0
212400,81,81.0
216000,81,81.0
219600,82,82.0
223200,83,83.0
226800,85,85.0
230400,86,86.0
234000,87,87.0
237600,88,88.0
241200,88,88.0
244800,89,89.0
248400,93,93.0
252000,93,93.0
255600,93,93.0
259200,94,94.0
262800,94,94.0
266400,94,94.0
270000,94,94.0
273600,95,95.0
277200,95,95.0
280800,95,95.0
284400,95,95.0
288000,95,95.0
291600,95,95.0
295200,95,95.0
298800,95,95.0
302400,96,96.0
306000,96,96.0
309600,96,96.0
313200,98,98.0
316800,98,98.0
320400,98,98.0
324000,98,98.0
327600,98,98.0
331200,98,98.0
334800,98,98.0
338400,98,98.0
342000,98,98.0
345600,98,98.0
349200,98,98.0
352800,98,98.0
356400,98,98.0
360000,98,98.0
363600,98,98.0
367200,98,98.0
370800,98,98.0
374400,98,98.0
378000,98,98.0
381600,98,98.0
385200,98,98.0
388800,98,98.0
392400,98,98.0
396000,98,98.0
399600,98,98.0
403200,98,98.0
406800,98,98.0
410400,98,98.0
414000,98,98.0
417600,98,98.0
421200,98,98.0
424800,98,98.0
428400,98,98.0
432000,98,98.0
435600,98,98.0
439200,98,98.0
442800,98,98.0
446400,98,98.0
450000,99,99.0
453600,99,99.0
457200,99,99.0
460800,99,99.0
464400,100,100.0
468000,100,100.0
471600,100,100.0
475200,100,100.0
478800,100,100.0
482400,100,100.0
486000,100,100.0
489600,100,100.0
493200,100,100.0
496800,100,100.0
500400,100,100.0
504000,100,100.0
507600,100,100.0
511200,100,100.0
514800,100,100.0
518400,100,100.0
522000,100,100.0
525600,100,100.0
529200,100,100.0
532800,100,100.0
536400,100,100.0
540000,100,100.0
543600,100,100.0
547200,100,100.0
550800,100,100.0
554400,100,100.0
558000,100,100.0
561600,100,100.0
565200,100,100.0
568800,100,100.0
572400,100,100.0
576000,100,100.0
579600,100,100.0
583200,100,100.0
586800,100,100.0
590400,100,100.0
594000,100,100.0
597600,100,100.0
601200,100,100.0
604800,100,100.0
604800,100,100.0
